0.01,515,0.04488
0.0695,515,0.3125
0.129,515,0.4643
0.1885,515,0.5561
0.248,515,0.6176
0.3075,515,0.6617
0.367,515,0.695
0.4265,515,0.7209
0.486,515,0.7417
0.5455,515,0.7588
0.605,515,0.7731
0.6645,515,0.7852
0.724,515,0.7956
0.7835,515,0.8047
0.843,515,0.8126
0.9025,515,0.8196
0.962,515,0.8258
1.022,515,0.8314
1.081,515,0.8364
1.141,515,0.841
1.2,515,0.8452
0.01,519.8,0.0439
0.0695,519.8,0.3071
0.129,519.8,0.4581
0.1885,519.8,0.5502
0.248,519.8,0.6121
0.3075,519.8,0.6566
0.367,519.8,0.6902
0.4265,519.8,0.7165
0.486,519.8,0.7377
0.5455,519.8,0.7551
0.605,519.8,0.7696
0.6645,519.8,0.7819
0.724,519.8,0.7925
0.7835,519.8,0.8017
0.843,519.8,0.8098
0.9025,519.8,0.8169
0.962,519.8,0.8233
1.022,519.8,0.829
1.081,519.8,0.8342
1.141,519.8,0.8388
1.2,519.8,0.8431
0.01,524.5,0.04292
0.0695,524.5,0.3016
0.129,524.5,0.4519
0.1885,524.5,0.5441
0.248,524.5,0.6064
0.3075,524.5,0.6514
0.367,524.5,0.6854
0.4265,524.5,0.7121
0.486,524.5,0.7335
0.5455,524.5,0.7512
0.605,524.5,0.7659
0.6645,524.5,0.7785
0.724,524.5,0.7893
0.7835,524.5,0.7987
0.843,524.5,0.8069
0.9025,524.5,0.8142
0.962,524.5,0.8207
1.022,524.5,0.8265
1.081,524.5,0.8318
1.141,524.5,0.8365
1.2,524.5,0.8409
0.01,529.3,0.04194
0.0695,529.3,0.2961
0.129,529.3,0.4455
0.1885,529.3,0.5378
0.248,529.3,0.6005
0.3075,529.3,0.6459
0.367,529.3,0.6804
0.4265,529.3,0.7074
0.486,529.3,0.7292
0.5455,529.3,0.7471
0.605,529.3,0.7622
0.6645,529.3,0.7749
0.724,529.3,0.7859
0.7835,529.3,0.7955
0.843,529.3,0.8039
0.9025,529.3,0.8113
0.962,529.3,0.818
1.022,529.3,0.8239
1.081,529.3,0.8293
1.141,529.3,0.8341
1.2,529.3,0.8386
0.01,534,0.04096
0.0695,534,0.2905
0.129,534,0.439
0.1885,534,0.5314
0.248,534,0.5945
0.3075,534,0.6404
0.367,534,0.6752
0.4265,534,0.7026
0.486,534,0.7247
0.5455,534,0.7429
0.605,534,0.7582
0.6645,534,0.7712
0.724,534,0.7824
0.7835,534,0.7922
0.843,534,0.8008
0.9025,534,0.8084
0.962,534,0.8151
1.022,534,0.8212
1.081,534,0.8267
1.141,534,0.8317
