Receiver_1_inlet_temp,Receiver_2_particle_mass_flow,Operating_mode_3,Operating_mode_1,Operating_mode_2,Receiver_3_HTF_mass_flow,PC_efficiency,TES_V_hot_tank_initial,PC_power,Receiver_1_outlet_temp,PC_outlet_temp,DNI,Receiver_2_inlet_temp,Tower_HTF_outlet_temp,Receiver_2_outlet_temp,Receiver_3_inlet_temp,PC_mass_flow,Receiver_3_outlet_temp,HX_1_particle_outlet_temp,HX_2_particle_outlet_temp,HX_3_particle_outlet_temp,Receiver_1_HTF_mass_flow,Receiver_1_particle_mass_flow,Receiver_2_HTF_mass_flow,Receiver_3_particle_mass_flow,TES_discharge_mass_flow,Tower_HTF_inlet_temp,TES_hot_tank_temp,TES_cold_tank_temp,TES_charge_mass_flow,PC_inlet_temp
C,kg/hr,-,-,-,kg/hr,-,-,MWe,C,C,W/m^2,C,C,C,C,kg/hr,C,C,C,C,kg/hr,kg/hr,kg/hr,kg/hr,kg/hr,C,C,C,kg/hr,C
557.025590,2872061.155556,0,11,0,2260726.755556,0.444955,0.086306,100.050087,730,521.360312,543,555.002292,554.773819,730,554.993889,1029.221136,730,715.880625,715.889028,716.109097,2468940.515556,2881322.666667,2461004.515556,2638331.164444,1029.221136,557.025590,713.121667,540.341250,2331.031862,698.652639
587.797361,2611466.808889,0,11,0,2176537.742222,0.444028,0.141999,100.187378,730,591.669514,497,554.725660,554.173993,730,554.245347,1680.949096,730,715.615625,716.095903,716.167222,2688470.186667,3137404.017778,2237789.724444,2539986.773333,1680.949096,587.797361,713.492361,545.376493,2302.460365,699.316875
594.356944,1859396.835556,0,11,0,1619689.386667,0.441637,0.158693,100.275208,730,592.927639,370,558.632778,558.124896,730,558.085208,1679.833600,730,716.743681,717.291250,717.251597,1998415.360000,2332920.035556,1592788.053333,1890801.208889,1679.833600,594.356944,713.810903,550.164340,1689.755022,700.559444
561.200000,1762335.715556,0,11,0,1606412.800000,0.442300,0.145193,100.038385,730,522.878785,356,562.542431,562.565278,730,562.421840,1027.020800,730,717.621875,717.742500,717.599028,1590579.911111,1857424.924444,1509151.573333,1875914.097778,1027.020800,561.200000,714.142639,549.181424,1526.576356,700.114722
589.616250,3120571.733333,0,11,0,3008273.635556,0.442282,0.161340,100.227205,730,592.697222,614,563.506042,563.187396,730,562.884549,1680.619615,730,715.675347,716.296875,715.994028,3398729.671111,3968654.791111,2672436.906667,3512723.911111,1680.619615,589.616250,714.330625,553.677014,2944.986074,700.256667
0,0,0,23,0,0,0.489639,0.209699,100.028793,0,529.320417,0,0,0,0,0,968.167901,0,553.677014,553.677014,553.677014,0,0,0,0,968.167901,561.200000,714.005347,552.930556,0,700.895764
561.200000,0,0,24,0,0,0.491811,0.154120,100.037908,561.200000,529.102500,117,561.200000,561.200000,561.200000,561.200000,967.116405,561.200000,552.930556,552.930556,552.930556,0,0,0,0,967.116405,561.200000,713.595069,552.254688,0,700.543889
0,0,0,23,0,0,0.494659,0.098605,100.040339,0,528.820764,0,0,0,0,0,965.668425,0,552.254688,552.254688,552.254688,0,0,0,0,965.668425,561.200000,713.042083,551.634757,0,700.086250
0,0,0,17,0,0,0.443303,0.043174,57.725582,0,562.845000,0,0,0,0,0,750.460365,0,551.634757,551.634757,551.634757,0,0,0,0,750.460365,561.200000,712.244306,552.418819,0,702.402708
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,552.418819,552.418819,552.418819,0,0,0,0,0,561.200000,711.270625,552.355868,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,552.355868,552.355868,552.355868,0,0,0,0,0,561.200000,710.296875,552.292847,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,552.292847,552.292847,552.292847,0,0,0,0,0,561.200000,709.324444,552.229792,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,552.229792,552.229792,552.229792,0,0,0,0,0,561.200000,708.351944,552.166667,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,552.166667,552.166667,552.166667,0,0,0,0,0,561.200000,707.380833,552.103507,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,552.103507,552.103507,552.103507,0,0,0,0,0,561.200000,706.411042,552.040382,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,552.040382,552.040382,552.040382,0,0,0,0,0,561.200000,705.442569,551.977257,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,551.977257,551.977257,551.977257,0,0,0,0,0,561.200000,704.475417,551.914132,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,551.914132,551.914132,551.914132,0,0,0,0,0,561.200000,703.508264,551.850903,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,551.850903,551.850903,551.850903,0,0,0,0,0,561.200000,702.542361,551.787708,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,551.787708,551.787708,551.787708,0,0,0,0,0,561.200000,701.576458,551.724375,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,551.724375,551.724375,551.724375,0,0,0,0,0,561.200000,700.613264,551.661181,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,563,0,0,0,0,0,0,551.661181,551.661181,551.661181,0,0,0,0,0,561.200000,699.654097,551.598194,0,700
564.352806,2334369.617778,11,2,32,1262375.155556,0.017959,0.001638,3.952326,654.178776,536.664770,788.999987,563.524776,563.129416,654.178776,563.770545,649.311077,654.178776,642.229935,641.984149,642.625312,1683066.515556,1965614.284444,1998814.960000,1474298.666667,649.295116,564.352806,703.240473,551.473908,1603.967338,696.270551
571.200000,5189193.386667,0,11,0,3596506.737778,0.447259,0.044675,100.189653,730,549.683194,889,566.159931,565.653889,730,566.220243,1234.259358,730,715.192083,715.131736,715.698125,4345903.217778,5075408.213333,4443333.688889,4200217.884444,1234.259358,571.200000,711.309444,551.720799,4018.005649,697.502500
575.750069,5534384.924444,0,11,0,4358125.795556,0.445423,0.171671,100.188368,730,562.939271,924,566.786458,566.505937,730,566.734618,1341.333491,730,714.934306,714.986181,715.214861,4828800.568889,5639506.488889,4738790.400000,5089810.773333,1341.333491,575.750069,712.642778,553.172118,4517.695210,698.528889
576.923854,5640333.653333,0,11,0,4828500.764444,0.444249,0.317121,100.187535,730,563.829549,951,568.117292,568.115729,730,568.116007,1342.025956,730,715.054792,715.056111,715.056389,4831293.440000,5642976.711111,4829030.400000,5639714.702222,1342.025956,576.923854,713.232986,554.942153,4700.840138,699.191736
578.122118,5641117.582222,0,11,0,4829916.160000,0.443446,0.471546,100.186962,730,564.427431,960,569.739340,569.737882,730,569.737465,1342.354805,730,715.202778,715.204722,715.204236,4832477.297778,5645040.071111,4829118.577778,5642049.422222,1342.354805,578.122118,713.581389,557.155313,4702.279743,699.648264
579.517083,5619887.786667,0,11,0,4830258.062222,0.442693,0.626013,100.196684,730,564.895347,944,571.766076,571.765347,730,571.754236,1342.107338,730,715.389236,715.401111,715.389931,4831586.417778,5644851.768889,4810218.951111,5643300.408889,1342.107338,579.517083,713.834514,560.147604,4696.677768,700.064097
564.962188,5094155.377778,0,11,0,4828652.657778,0.441699,0.780205,100.270573,730,565.237465,901,574.341389,574.505382,730,574.238854,1341.292405,730,715.806250,715.908750,715.642222,4535150.364444,5299601.066667,4359339.804444,5642576.213333,1341.292405,564.962188,714.062292,564.799931,4454.536849,700.530208
574.721250,1599272.960000,0,28,0,1802802.915556,0.440498,0.922496,100.360451,730,540.009549,810,576.263854,576.444896,730,575.861632,1130.123062,730,718.536042,718.938264,718.355000,1657169.066667,1937118.577778,1368148.337778,2107354.595556,1130.123062,574.721250,714.218611,559.126042,1567.707180,701.097222
572.181528,1146714.240000,0,25,0,1709843.484444,0.441079,0.934655,100.316858,730,539.762778,602,570.579792,571.050521,730,569.876111,1130.123062,730,718.546250,719.249931,718.075556,1377465.457778,1609540.551111,981372.728889,1997917.440000,1130.123062,572.181528,714.310833,555.342118,1320.603417,700.822222
0,0,0,23,0,0,0.489085,0.934671,100.028411,0,529.375903,0,0,0,0,0,968.453294,0,555.342118,555.342118,555.342118,0,0,0,0,968.453294,561.200000,714.222222,551.615417,0,700.985833
0,0,0,23,0,0,0.489627,0.879076,100.032214,0,529.321146,0,0,0,0,0,968.203378,0,551.615417,551.615417,551.615417,0,0,0,0,968.203378,561.200000,714.128125,549.428403,0,700.897708
0,0,0,23,0,0,0.490206,0.823496,100.040608,0,529.262118,0,0,0,0,0,967.973768,0,549.428403,549.428403,549.428403,0,0,0,0,967.973768,561.200000,714.027986,547.983646,0,700.803819
0,0,0,23,0,0,0.490823,0.767930,100.045799,0,529.199618,0,0,0,0,0,967.696040,0,547.983646,547.983646,547.983646,0,0,0,0,967.696040,561.200000,713.920903,546.953472,0,700.703819
0,0,0,23,0,0,0.491485,0.712380,100.051623,0,529.132465,0,0,0,0,0,967.399901,0,546.953472,546.953472,546.953472,0,0,0,0,967.399901,561.200000,713.806042,546.177743,0,700.596667
0,0,0,23,0,0,0.492197,0.656848,100.052526,0,529.061319,0,0,0,0,0,967.037314,0,546.177743,546.177743,546.177743,0,0,0,0,967.037314,561.200000,713.682361,545.569479,0,700.481736
0,0,0,23,0,0,0.492968,0.601338,100.053498,0,528.984549,0,0,0,0,0,966.645728,0,545.569479,545.569479,545.569479,0,0,0,0,966.645728,561.200000,713.548333,545.076771,0,700.357569
0,0,0,23,0,0,0.493809,0.545851,100.054549,0,528.901111,0,0,0,0,0,966.220010,0,545.076771,545.076771,545.076771,0,0,0,0,966.220010,561.200000,713.402153,544.666806,0,700.222569
0,0,0,23,0,0,0.494732,0.490389,100.055694,0,528.809757,0,0,0,0,0,965.753600,0,544.666806,544.666806,544.666806,0,0,0,0,965.753600,561.200000,713.241319,544.317778,0,700.074653
0,0,0,23,0,0,0.495125,0.434955,100.049592,0,528.645000,0,0,0,0,0,965.911309,0,544.317778,544.317778,544.317778,0,0,0,0,965.911309,561.200000,713.062569,544.014618,0,699.909514
0,0,0,23,0,0,0.494971,0.379513,100.047439,0,528.390451,0,0,0,0,0,966.772780,0,544.014618,544.014618,544.014618,0,0,0,0,966.772780,561.200000,712.861458,543.746424,0,699.723056
0,0,0,23,0,0,0.494798,0.324022,100.045000,0,528.102014,0,0,0,0,0,967.749768,0,543.746424,543.746424,543.746424,0,0,0,0,967.749768,561.200000,712.631458,543.505000,0,699.511597
0,0,0,23,0,0,0.494595,0.268477,100.042109,0,527.762431,0,0,0,0,0,968.900899,0,543.505000,543.505000,543.505000,0,0,0,0,968.900899,561.200000,712.362778,543.280000,0,699.262431
0,0,0,23,0,0,0.494333,0.212867,100.038359,0,527.323160,0,0,0,0,0,970.391546,0,543.280000,543.280000,543.280000,0,0,0,0,970.391546,561.200000,712.039792,543.044896,0,698.939722
0,0,0,23,0,0,0.446086,0.157175,99.905443,0,520.872951,353,0,0,0,0,1030.084662,0,543.044896,543.044896,543.044896,0,0,0,0,1030.084662,561.200000,711.632222,542.473924,0,697.984653
561.200000,0,0,24,0,0,0.446920,0.098084,100.006042,561.200000,520.230521,365,561.200000,561.200000,561.200000,561.200000,1030.909551,561.200000,542.473924,542.473924,542.473924,0,0,0,0,1030.909551,561.200000,711.073125,541.948264,0,697.518472
557.366042,3638435.271111,0,11,0,2422947.271111,0.445436,0.038950,99.901892,730,521.242708,674,556.478681,555.939861,730,556.606840,1029.467970,730,715.469583,715.341389,716.008403,2972569.031111,3469322.524444,3117467.306667,2827851.946667,1029.467970,557.366042,712.671250,541.364132,2759.891753,698.346458
557.522153,3610331.591111,0,11,0,2852746.808889,0.444573,0.115761,100.014314,730,521.568646,661,556.033090,555.829132,730,556.047049,1028.845116,730,715.331042,715.317083,715.535000,3077604.408889,3591767.893333,3093510.826667,3329344.284444,1028.845116,557.522153,713.263472,540.780174,2925.401126,698.830694
557.048472,2948160,0,11,0,2462370.417778,0.444340,0.200763,100.066936,730,521.719792,551,555.010868,554.900208,730,554.967257,1028.686459,730,715.769306,715.812917,715.879931,2568476.160000,2997462.471111,2526229.617778,2873634.986667,1028.686459,557.048472,713.568750,540.189340,2449.793738,699.015139
592.215903,1764479.715556,0,11,0,1538066.488889,0.442413,0.262338,100.217474,730,592.608681,360,553.701181,553.167882,730,553.126632,1680.135901,730,716.488125,717.062708,717.021458,1909751.893333,2228628.622222,1512014.364444,1794881.848889,1680.135901,592.215903,713.733264,546.035521,1607.775131,700.195278
561.200000,951360.640000,0,12,0,871467.093333,0.443692,0.244797,100.187144,730,528.453993,219,557.365937,557.348785,730,557.207118,1065.510242,730,718.669583,718.828403,718.686736,878540.800000,1025641.386667,814913.635556,1017383.253333,1065.510242,561.200000,713.789097,545.503924,831.773709,699.507917
561.200000,876957.013333,0,12,0,860371.128889,0.443641,0.224498,100.187109,730,528.492535,217,556.784028,556.822396,730,556.537535,1065.514114,730,718.719861,718.966389,718.681528,844947.057778,986387.057778,751208.391111,1004393.031111,1065.514114,561.200000,713.821736,545.022361,796.593620,699.537083
561.200000,1185046.400000,0,12,0,1338299.733333,0.443438,0.202465,100.186962,730,528.643438,313,557.206840,557.348646,730,556.727778,1065.516010,730,717.815556,718.294583,717.673750,1257896.248889,1468413.866667,1015153.493333,1562273.422222,1065.516010,561.200000,713.965208,544.581389,1171.037077,699.652986
561.200000,950085.831111,0,12,0,1414626.702222,0.443313,0.198885,100.186875,730,528.736076,344,556.589444,557.065417,730,555.838090,1065.519565,730,717.991944,718.743264,717.515972,1148861.511111,1341090.986667,813902.222222,1651324.586667,1065.519565,561.200000,714.053819,544.175590,1095.139319,699.723750
0,0,0,23,0,0,0.491354,0.191564,100.037500,0,529.147986,0,0,0,0,0,967.349886,0,544.175590,544.175590,544.175590,0,0,0,0,967.349886,561.200000,713.704375,543.986354,0,700.617708
0,0,0,23,0,0,0.493720,0.136035,100.044123,0,528.912292,0,0,0,0,0,966.181531,0,543.986354,543.986354,543.986354,0,0,0,0,966.181531,561.200000,713.256042,543.803611,0,700.236736
0,0,0,23,0,0,0.494970,0.080574,100.042795,0,528.390590,0,0,0,0,0,966.733827,0,543.803611,543.803611,543.803611,0,0,0,0,966.733827,561.200000,712.630486,543.621875,0,699.722708
0,0,0,17,0,0,0.709490,0.025085,50.003268,0,480.135868,0,0,0,0,0,438.487111,0,543.621875,543.621875,543.621875,0,0,0,0,438.487111,561.200000,711.768819,542.422743,0,697.866528
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,542.422743,542.422743,542.422743,0,0,0,0,0,561.200000,710.794375,542.360833,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,542.360833,542.360833,542.360833,0,0,0,0,0,561.200000,709.819861,542.298819,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,542.298819,542.298819,542.298819,0,0,0,0,0,561.200000,708.846736,542.236806,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,542.236806,542.236806,542.236806,0,0,0,0,0,561.200000,707.874931,542.174792,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,542.174792,542.174792,542.174792,0,0,0,0,0,561.200000,706.904444,542.112813,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,542.112813,542.112813,542.112813,0,0,0,0,0,561.200000,705.935347,542.050799,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,542.050799,542.050799,542.050799,0,0,0,0,0,561.200000,704.967500,541.988819,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,541.988819,541.988819,541.988819,0,0,0,0,0,561.200000,704.001042,541.926840,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,541.926840,541.926840,541.926840,0,0,0,0,0,561.200000,703.035833,541.864896,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,541.864896,541.864896,541.864896,0,0,0,0,0,561.200000,702.073403,541.803056,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,541.803056,541.803056,541.803056,0,0,0,0,0,561.200000,701.116319,541.741528,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,541.741528,541.741528,541.741528,0,0,0,0,0,561.200000,700.163333,541.680278,0,700
561.200000,0,0,2,0,0,0,0,0,561.200000,537.500000,95,561.200000,561.200000,561.200000,561.200000,0,561.200000,541.680278,541.680278,541.680278,0,0,0,0,0,561.200000,699.213056,541.619132,0,700
561.200000,0,0,2,0,0,0,0,0,561.200000,537.500000,16,561.200000,561.200000,561.200000,561.200000,0,561.200000,541.619132,541.619132,541.619132,0,0,0,0,0,561.200000,698.265417,541.558125,0,700
561.200000,0,0,2,0,0,0,0,0,561.200000,537.500000,6,561.200000,561.200000,561.200000,561.200000,0,561.200000,541.558125,541.558125,541.558125,0,0,0,0,0,561.200000,697.320417,541.497222,0,700
564.237813,4363277.653333,11,2,32,3805745.351111,0.149757,0.039159,33.167754,701.479236,544.357752,929.999983,558.130486,558.010017,701.479236,557.967361,1134.300444,701.479236,684.931415,685.094523,685.051884,4000767.146667,4669234.915556,3738612.195556,4441628.017778,1134.300444,564.237813,706.639540,541.893759,3742.816869,694.978733
0,0,0,23,0,0,0.491931,0.166356,100.054497,0,523.078681,0,0,0,0,0,984.883437,0,542.286979,542.286979,542.286979,0,0,0,0,984.883437,561.200000,709.029444,541.884861,0,695.841458
561.200000,0,0,24,0,0,0.451771,0.109859,100.030295,561.200000,517.528750,234,561.200000,561.200000,561.200000,561.200000,1035.088593,561.200000,541.884861,541.884861,541.884861,0,0,0,0,1035.088593,561.200000,708.513403,541.223403,0,694.906181
561.200000,0,0,27,0,0,0.487037,0.050506,80.044740,561.200000,540.282674,45,561.200000,561.200000,561.200000,561.200000,879.517314,561.200000,541.223403,541.223403,541.223403,0,0,0,0,879.517314,561.200000,707.748403,541.666076,0,696.328056
0,0,0,1,0,0,0,0,0,0,537.500000,164,0,0,0,0,0,0,541.666076,541.666076,541.666076,0,0,0,0,0,561.200000,706.784931,541.604722,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,541.604722,541.604722,541.604722,0,0,0,0,0,561.200000,705.821458,541.543264,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,541.543264,541.543264,541.543264,0,0,0,0,0,561.200000,704.857917,541.481667,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,541.481667,541.481667,541.481667,0,0,0,0,0,561.200000,703.894306,541.419965,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,541.419965,541.419965,541.419965,0,0,0,0,0,561.200000,702.932014,541.358299,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,541.358299,541.358299,541.358299,0,0,0,0,0,561.200000,701.969722,541.296493,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,541.296493,541.296493,541.296493,0,0,0,0,0,561.200000,701.008681,541.234722,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,541.234722,541.234722,541.234722,0,0,0,0,0,561.200000,700.047639,541.172847,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,541.172847,541.172847,541.172847,0,0,0,0,0,561.200000,699.087917,541.110972,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,541.110972,541.110972,541.110972,0,0,0,0,0,561.200000,698.129444,541.049097,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,541.049097,541.049097,541.049097,0,0,0,0,0,561.200000,697.172361,540.987222,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,540.987222,540.987222,540.987222,0,0,0,0,0,561.200000,696.216528,540.925347,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,540.925347,540.925347,540.925347,0,0,0,0,0,561.200000,695.262083,540.863507,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,540.863507,540.863507,540.863507,0,0,0,0,0,561.200000,694.308889,540.801667,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,540.801667,540.801667,540.801667,0,0,0,0,0,561.200000,693.358333,540.739931,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,149,0,0,0,0,0,0,540.739931,540.739931,540.739931,0,0,0,0,0,561.200000,692.411875,540.678437,0,700
561.200000,0,0,2,0,0,0,0,0,561.200000,537.500000,102,561.200000,561.200000,561.200000,561.200000,0,561.200000,540.678437,540.678437,540.678437,0,0,0,0,0,561.200000,691.469444,540.617188,0,700
560.373672,3467263.502222,11,2,32,2417261.226667,0.102101,0.018144,22.376311,686.691050,534.947995,840.999983,557.338837,556.988351,686.691050,557.416085,866.843160,686.691050,670.002465,669.925208,670.352951,2863992.035556,3342308.124444,2971064.817778,2820968.888889,866.842805,560.373672,701.509583,540.734505,2675.150143,693.350851
562.804062,4932927.715556,0,11,0,3905206.897778,0.451111,0.106419,100.192300,730,541.734687,872,556.377604,556.108125,730,556.333333,1192.432435,730,714.352986,714.397222,714.622431,4292756.764444,5009715.200000,4226958.791111,4557438.293333,1192.432435,562.804062,709.905625,541.303090,4027.800336,695.390208
557.785938,961324.586667,0,12,0,800027.377778,0.449918,0.236356,100.191484,730,524.030382,215,552.833750,552.720521,730,552.783264,1066.025323,730,718.469306,718.519792,718.582569,843189.191111,984053.475556,823713.920000,933680.995556,1066.025323,557.785938,710.332292,540.814931,799.738627,696.038611
567.874375,5040355.555556,0,11,0,4395097.031111,0.448802,0.214478,100.190720,730,558.498090,899,556.751597,556.522778,730,556.472535,1321.094558,730,714.063333,714.342431,714.292153,4755940.408889,5550289.920000,4318987.093333,5129177.315556,1321.094558,567.874375,711.592222,542.844896,4366.617284,696.649931
565.213333,4607714.986667,0,11,0,4182135.466667,0.446974,0.353705,100.189453,730,544.773229,841,558.321250,558.244340,730,558.082083,1193.676721,730,714.523611,714.762778,714.600556,4297236.195556,5015664.071111,3947720.248889,4881320.391111,1193.676721,565.213333,712.248125,543.733299,4029.083180,697.661181
0,0,0,23,0,0,0.494302,0.483613,100.075998,0,527.229826,0,0,0,0,0,970.742677,0,543.733299,543.733299,543.733299,0,0,0,0,970.742677,561.200000,712.087569,543.358333,0,698.897569
0,0,0,23,0,0,0.494147,0.427902,100.081997,0,526.963021,0,0,0,0,0,971.682607,0,543.358333,543.358333,543.358333,0,0,0,0,971.682607,561.200000,711.908472,543.006979,0,698.704861
567.247986,282500.337778,0,24,11,406993.173333,0.446112,0.362765,100.093355,594.567005,534.456884,471.999983,560.141884,560.163125,594.567005,559.916181,1158.857363,594.567005,577.314514,577.540217,577.293273,389890.595556,455060.551111,242043.004444,475021.831111,1158.857363,567.247986,711.769766,542.644575,336.828523,698.049740
0,0,0,23,0,0,0.493927,0.322187,100.022040,0,526.631632,0,0,0,0,0,972.610686,0,543.588021,543.588021,543.588021,0,0,0,0,972.610686,561.200000,711.630208,543.233438,0,698.433750
0,0,0,23,0,0,0.493721,0.266374,100.022257,0,526.278750,0,0,0,0,0,973.841541,0,543.233438,543.233438,543.233438,0,0,0,0,973.841541,561.200000,711.361250,542.900556,0,698.173750
0,0,0,23,0,0,0.493477,0.210492,100.021632,0,525.860312,0,0,0,0,0,975.299160,0,542.900556,542.900556,542.900556,0,0,0,0,975.299160,561.200000,711.036597,542.581458,0,697.864792
0,0,0,23,0,0,0.493179,0.154529,100.018125,0,525.344062,0,0,0,0,0,977.061531,0,542.581458,542.581458,542.581458,0,0,0,0,977.061531,561.200000,710.627708,542.268125,0,697.484097
0,0,0,23,0,0,0.492797,0.098468,100.032700,0,524.644340,0,0,0,0,0,979.383467,0,542.268125,542.268125,542.268125,0,0,0,0,979.383467,561.200000,710.073542,541.950868,0,696.987639
0,0,0,17,0,0,0.456428,0.042279,56.009709,0,562.974062,0,0,0,0,0,735.039526,0,541.950868,541.950868,541.950868,0,0,0,0,735.039526,561.200000,709.275139,543.085694,0,699.679236
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,543.085694,543.085694,543.085694,0,0,0,0,0,561.200000,708.302708,543.023576,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,543.023576,543.023576,543.023576,0,0,0,0,0,561.200000,707.331667,542.961493,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,542.961493,542.961493,542.961493,0,0,0,0,0,561.200000,706.361944,542.899410,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,542.899410,542.899410,542.899410,0,0,0,0,0,561.200000,705.393542,542.837326,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,542.837326,542.837326,542.837326,0,0,0,0,0,561.200000,704.426458,542.775243,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,542.775243,542.775243,542.775243,0,0,0,0,0,561.200000,703.460694,542.713194,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,542.713194,542.713194,542.713194,0,0,0,0,0,561.200000,702.496319,542.651111,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,0,0,0,0,0,0,0,542.651111,542.651111,542.651111,0,0,0,0,0,561.200000,701.533194,542.589062,0,700
0,0,0,1,0,0,0,0,0,0,537.500000,573,0,0,0,0,0,0,542.589062,542.589062,542.589062,0,0,0,0,0,561.200000,700.574167,542.527257,0,700
561.397088,2389894.666667,11,2,32,1316231.333333,0.026585,0.002480,5.838836,657.634891,536.243722,792.999996,558.828921,558.418145,657.634891,559.089379,670.815664,657.634891,641.323416,641.062943,641.734193,1731782.791111,2021262.666667,2047620.266667,1536248.817778,670.800020,561.397088,703.967075,542.549431,1652.057264,695.872743
565.424375,5134047.004444,0,11,0,3575881.386667,0.449114,0.047195,100.190938,730,546.869896,905,558.047639,557.529826,730,558.111007,1221.875595,730,714.495694,714.432361,715.013472,4302044.728889,5021173.760000,4398752.142222,4173624.888889,1221.875595,565.424375,711.003889,543.270868,3980.234904,696.478611
570.166528,5495613.440000,0,11,0,4351013.546667,0.447559,0.173083,100.189861,730,561.455139,946,559.045660,558.747500,730,558.973021,1341.237254,730,714.225208,714.297847,714.523333,4828454.115556,5635856.497778,4708302.222222,5078579.768889,1341.237254,570.166528,712.152500,545.265486,4502.791585,697.336181
571.868160,5639241.386667,0,11,0,4735784.106667,0.446385,0.317847,100.189045,730,562.327743,961,560.874236,560.817604,730,560.874201,1341.870933,730,714.391250,714.391250,714.447917,4830735.360000,5639285.191111,4830697.244444,5528441.742222,1341.870933,571.868160,712.682500,547.653889,4668.602153,697.989444
573.493160,5590165.048889,0,11,0,4828334.080000,0.445489,0.470733,100.188411,730,562.966806,955,563.062500,563.060729,730,563.037014,1342.047131,730,714.591389,714.616875,714.593194,4831369.671111,5640944.071111,4787878.684444,5637399.324444,1342.047131,573.493160,713.014931,550.612986,4685.696948,698.491875
575.574097,5252964.693333,0,11,0,4769813.617778,0.444619,0.624438,100.187804,730,563.510451,911,565.771875,565.737569,730,565.575938,1341.437630,730,714.841111,715.037014,714.875417,4829175.466667,5639519.004444,4498165.191111,5570195.911111,1341.437630,575.574097,713.280208,554.506424,4572.966558,698.982361
