a_sf1,a_sf2,a_sf3,beam,e_ch_tes,eta,eta_field_tot,eta_field1,eta_field2,eta_field3,eta_therm,eta_rec_therm1,eta_rec_therm2,eta_rec_therm3,m_dot_rec,m_dot_rec1,m_dot_rec2,m_dot_rec3,p_cycle,p_out_net,q_ch_tes,q_dc_tes,q_dot_hx1,q_dot_hx2,q_dot_hx3,q_dot_rec_inc,q_dot_rec_inc1,q_dot_rec_inc2,q_dot_rec_inc3,t_hx_tes_out1,t_hx_tes_out2,t_hx_tes_out3,t_pc_in,t_pc_out,t_rec_in1,t_rec_in2,t_rec_in3,t_rec_out1,t_rec_out2,t_rec_out3,t_tes_cold,t_tes_hot,tdry
m2,m2,m2,W/m2,MWh,-,-,-,-,-,-,-,-,-,kg/s,kg/s,kg/s,kg/s,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,C,C,C,C,C,C,C,C,C,C,C,C,C,C
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560.255799,560.255799,560.255799,700,537.500000,0,0,0,0,0,0,560.192361,695.227708,12
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560.192361,560.192361,560.192361,700,537.500000,0,0,0,0,0,0,560.128854,693.647153,11
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560.128854,560.128854,560.128854,700,537.500000,0,0,0,0,0,0,560.065313,692.070208,11
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560.065313,560.065313,560.065313,700,537.500000,0,0,0,0,0,0,560.001806,690.496875,11
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,560.001806,560.001806,560.001806,700,537.500000,0,0,0,0,0,0,559.938194,688.924931,10
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559.938194,559.938194,559.938194,700,537.500000,0,0,0,0,0,0,559.874479,687.354236,9
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559.874479,559.874479,559.874479,700,537.500000,0,0,0,0,0,0,559.810625,685.784931,8
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559.810625,559.810625,559.810625,700,537.500000,0,0,0,0,0,0,559.746806,684.219236,8
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559.746806,559.746806,559.746806,700,537.500000,0,0,0,0,0,0,559.682986,682.657153,8
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559.682986,559.682986,559.682986,700,537.500000,0,0,0,0,0,0,559.619167,681.098611,8
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559.619167,559.619167,559.619167,700,537.500000,0,0,0,0,0,0,559.555486,679.546042,9
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559.555486,559.555486,559.555486,700,537.500000,0,0,0,0,0,0,559.492153,678.004028,12
497439.644444,565035.697778,701462.400000,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559.492153,559.492153,559.492153,700,537.500000,0,0,0,0,0,0,559.429062,676.470139,14
493229.795556,544750.933333,725873.244444,271,0,0,0.264305,0.318984,0.309079,0.193549,-nan(ind),0.300240,0.308394,0.289693,0,0,0,0,0,-1.606879,0,0,0,0,0,0,0,0,0,559.413385,559.413385,559.413385,700,537.500000,289.537153,289.537153,289.537153,289.537153,289.537153,289.537153,559.381979,675.326979,17
487525.088889,558044.200000,718366.444444,889.999991,428.514635,0.176266,0.541311,0.652898,0.588783,0.428704,0.729369,0.728772,0.732933,0.726403,1075.385363,1045.171641,1075.386223,999.421600,39.706992,29.306701,725.421563,214.480321,208.122214,214.037639,199.144705,761.700516,253.920116,262.107058,245.673307,700.373346,700.310516,700.471558,697.626966,542.335664,572.330781,571.066875,571.129740,712.499306,712.499306,712.499306,558.411962,706.828056,19.000000
491189.333333,591898.453333,680935.395556,369,525.142500,0.446218,0.554042,0.665943,0.555348,0.472188,0.681800,0.654144,0.697429,0.693827,476.658647,476.659028,417.672551,405.747130,100.321389,93.088437,307.641528,243.518108,96.466328,84.674158,82.287109,360.639538,120.701316,121.293938,118.644267,718.682847,718.958958,719.018611,700.850833,593.143125,599.097708,569.620937,569.344826,730,730,730,564.770729,713.272708,20
495077.475556,628470.542222,640382.008889,314,526.679236,0.446296,0.557075,0.669115,0.513584,0.513140,0.662185,0.669727,0.656736,0.660092,347.816731,342.734259,339.940736,347.817009,100.355278,94.802839,235.582812,222.683576,67.060673,66.520820,68.042747,308.549476,104.016782,101.350613,103.182080,719.758889,719.774583,719.730556,701.064583,529.905069,569.044792,575.011875,574.996146,730,730,730,562.360486,714.376042,20
491554.737778,670423.111111,601975.893333,427,518.601493,0.446935,0.554079,0.666313,0.471793,0.554075,0.704005,0.680437,0.711014,0.720564,580.838163,580.838628,486.765703,518.968237,100.632483,92.758229,365.796667,244.764045,114.499010,96.183125,102.458785,417.337138,139.855058,135.060489,142.421600,718.533403,718.905208,718.771736,702.813403,594.947361,600.539444,573.827049,573.455278,730,730,730,568.336250,715.382222,20
487342.186667,710014.151111,566582.968889,67,344.222500,0.494180,0.542542,0.654629,0.427148,0.590738,0.296606,0.305797,0.281495,0.302526,34.559484,31.343662,29.154463,34.559512,100.176328,96.900026,21.789826,206.167604,6.146764,5.720679,6.772163,64.119782,21.374889,20.319838,22.425056,723.638958,723.726875,723.518542,701.301806,529.490521,564.813472,574.697257,574.609375,730,730,730,565.791840,714.975000,19
492967.288889,717720.106667,553200.355556,763,706.710625,0.447110,0.515627,0.621299,0.373377,0.606015,0.785807,0.789220,0.769886,0.798316,1061.606716,946.911888,820.099659,1061.607565,100.708498,91.125104,633.800278,221.523993,181.606701,157.620278,203.251840,693.954418,233.691698,204.468924,255.793831,717.699653,718.022917,717.436944,703.292986,535.452326,575.832951,578.092188,577.768958,730,730,730,563.733889,716.089097,18
495557.653333,695140.551111,573239.751111,593,753.306597,0.447189,0.454015,0.530123,0.304343,0.569720,0.721495,0.702078,0.696433,0.765976,755.471802,660.321674,447.284032,755.472407,100.742786,92.289939,425.046111,247.310278,128.883420,87.762960,147.173854,474.906524,155.784907,125.455929,193.665689,718.352014,719.168125,718.056944,703.509236,595.605556,599.104583,575.381910,574.565764,730,730,730,570.229410,716.474514,15
0,0,0,0,554.922535,0.486929,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.217431,101.439028,0,213.678455,0,0,0,0,0,0,0,570.229410,570.229410,570.229410,703.666667,529.520937,0,0,0,0,0,0,567.153194,716.215972,12
0,0,0,0,355.516285,0.487887,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.361042,101.582648,0,213.633281,0,0,0,0,0,0,0,567.153194,567.153194,567.153194,703.369236,529.265694,0,0,0,0,0,0,564.640313,715.865347,11
0,0,0,0,154.611198,0.489273,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.568655,101.790269,0,213.568785,0,0,0,0,0,0,0,564.640313,564.640313,564.640313,702.938750,528.896007,0,0,0,0,0,0,562.532569,715.318819,10
0,0,0,0,0,0.447168,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,59.345378,58.000078,0,134.109470,0,0,0,0,0,0,0,562.532569,562.532569,562.532569,704.915139,560.657153,0,0,0,0,0,0,562.960243,714.257569,9
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562.960243,562.960243,562.960243,700,537.500000,0,0,0,0,0,0,562.896076,712.626111,8
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562.896076,562.896076,562.896076,700,537.500000,0,0,0,0,0,0,562.831771,710.996111,7
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562.831771,562.831771,562.831771,700,537.500000,0,0,0,0,0,0,562.767361,709.367500,6
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562.767361,562.767361,562.767361,700,537.500000,0,0,0,0,0,0,562.702951,707.742708,6
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562.702951,562.702951,562.702951,700,537.500000,0,0,0,0,0,0,562.638438,706.119375,5
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562.638438,562.638438,562.638438,700,537.500000,0,0,0,0,0,0,562.573958,704.499722,5
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562.573958,562.573958,562.573958,700,537.500000,0,0,0,0,0,0,562.509340,702.881528,4
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562.509340,562.509340,562.509340,700,537.500000,0,0,0,0,0,0,562.444722,701.267083,4
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562.444722,562.444722,562.444722,700,537.500000,0,0,0,0,0,0,562.380139,699.656389,4
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562.380139,562.380139,562.380139,700,537.500000,0,0,0,0,0,0,562.315764,698.054028,6
0,0,0,204,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562.315764,562.315764,562.315764,700,537.500000,0,0,0,0,0,0,562.251771,696.462292,9
496170.088889,564405.688889,703362.693333,851,259.481241,0.150269,0.451064,0.528649,0.560646,0.308401,0.656006,0.657509,0.675315,0.635195,924.239170,742.261947,924.239910,597.893140,33.778774,25.617607,519.612726,191.351536,145.922491,181.095920,117.909453,566.611129,186.793253,225.342684,154.475173,692.212144,691.781207,692.621762,699.978863,538.053559,571.466337,572.116302,572.547222,702.455729,702.455729,702.455729,561.192604,710.271293,12.000000
492911.928889,544903.075556,726033.493333,932,838.977778,0.446504,0.513384,0.618790,0.600396,0.376519,0.810285,0.808555,0.821410,0.800890,1271.140267,1211.894145,1271.141284,1036.371239,100.445313,88.913689,809.475347,234.281528,238.567118,250.042188,204.508455,843.955840,284.268427,304.911111,254.776302,716.734097,716.616944,717.111667,701.632569,562.025382,579.923715,574.025764,574.142951,730,730,730,561.962083,715.241111,15
487372.800000,558191.964444,718373.617778,949,838.016875,0,0,0,0,0,-nan(ind),0.816414,0.817807,0.809553,0,0,0,0,0,-0.606175,0,0,0,0,0,0,0,0,0,561.962083,561.962083,561.962083,700,537.500000,0,0,0,0,0,0,561.865868,715.037431,18
491526.084444,591986.626667,680515.693333,974,1219.292101,0,0.277255,0.332774,0.277949,0.236550,-nan(ind),0.744012,0.744357,0.741825,541.889817,535.644833,541.890251,528.436294,0,-6.172226,366.678924,138.155805,104.708090,105.909323,103.321285,381.095004,127.451529,128.211049,125.432409,622.468255,622.456780,622.481641,700.958203,537.500000,285.832830,286.169792,286.181267,348.120000,348.120000,348.120000,559.517726,715.398889,19
495443.813333,628397.946667,640109.017778,974,1654.906120,0,0.278747,0.334338,0.257093,0.256977,-nan(ind),0.746133,0.743208,0.745294,538.144711,538.145142,523.468152,534.237109,0,-6.134607,370.042882,137.072639,106.819280,103.951771,106.055894,383.129173,129.071120,125.885067,128.172987,620.403893,620.431636,620.411220,700.938958,537.500000,285.120000,285.203021,285.175278,348.120000,348.120000,348.120000,556.146046,715.519293,20
491836.808889,670207.591111,601915.715556,582.000009,1829.399497,0.223306,0.554478,0.665855,0.472479,0.554773,0.639638,0.629783,0.641452,0.647679,656.824672,653.777511,573.377427,609.398078,50.246155,42.178838,442.241458,243.481072,134.726875,118.333472,125.658077,476.176942,159.439493,154.165427,162.572036,690.878898,691.132891,691.014714,702.066753,565.853429,580.318750,565.802274,565.548247,702.403142,702.403142,702.403142,560.532127,715.696189,20
487241.991111,710072.960000,566623.004444,746,2051.409306,0.446996,0.344756,0.415384,0.271716,0.375553,0.725055,0.726343,0.716357,0.732465,606.331575,565.942221,538.022356,606.332060,100.658646,93.960660,383.128715,224.210365,108.375017,103.099175,115.999826,453.663218,150.984924,143.931822,158.746471,718.920347,719.024375,718.777153,702.978472,541.697639,576.630382,578.339896,578.235868,730,730,730,558.666493,716.054097,19
492623.075556,717841.351111,553421.511111,657,2052.990972,0.446811,0.283392,0.341029,0.205461,0.333171,0.676748,0.676891,0.655503,0.697849,416.073481,374.941456,313.309564,416.073814,100.578281,95.369705,261.679479,227.058038,75.956875,63.612713,84.178012,328.415253,110.375227,96.899698,121.140320,719.202569,719.560278,718.990000,702.471458,541.242674,572.241215,569.463924,569.106215,730,730,730,554.332153,716.183403,17
494581.973333,696281.884444,573074.524444,636,2054.025694,0.446762,0.295538,0.344933,0.198264,0.371095,0.679413,0.674889,0.641427,0.721925,468.037689,365.097971,270.913738,468.038063,100.557170,95.245755,268.016840,228.050191,75.837578,56.478902,96.910677,331.553209,108.500169,87.798160,135.254862,718.986250,719.586389,718.462153,702.338264,541.123160,571.200000,565.345937,564.745764,730,730,730,552.393750,716.270694,14
0,0,0,0,1860.532500,0.487333,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.277995,101.499601,0,213.659340,0,0,0,0,0,0,0,552.393750,552.393750,552.393750,703.541250,529.413333,0,0,0,0,0,0,548.272951,716.176597,12
0,0,0,0,1666.657361,0.487649,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.325382,101.546988,0,213.644462,0,0,0,0,0,0,0,548.272951,548.272951,548.272951,703.443125,529.329097,0,0,0,0,0,0,546.329132,716.072431,11
0,0,0,0,1472.365417,0.488000,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.378064,101.599670,0,213.627969,0,0,0,0,0,0,0,546.329132,546.329132,546.329132,703.333958,529.235417,0,0,0,0,0,0,545.183715,715.956042,10
0,0,0,0,1277.613472,0.488396,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.437361,101.658967,0,213.609462,0,0,0,0,0,0,0,545.183715,545.183715,545.183715,703.211042,529.129896,0,0,0,0,0,0,544.417569,715.823958,9
0,0,0,0,1082.346736,0.488849,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.505156,101.726762,0,213.588403,0,0,0,0,0,0,0,544.417569,544.417569,544.417569,703.070486,529.009167,0,0,0,0,0,0,543.859549,715.671597,8
0,0,0,0,886.492708,0.489378,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.584271,101.805885,0,213.563958,0,0,0,0,0,0,0,543.859549,543.859549,543.859549,702.906319,528.868160,0,0,0,0,0,0,543.426250,715.491528,7
0,0,0,0,689.950347,0.490013,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.679245,101.900859,0,213.534809,0,0,0,0,0,0,0,543.426250,543.426250,543.426250,702.709167,528.698750,0,0,0,0,0,0,543.071424,715.271528,6
0,0,0,0,492.567743,0.490808,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.797943,102.019566,0,213.498628,0,0,0,0,0,0,0,543.071424,543.071424,543.071424,702.462639,528.486771,0,0,0,0,0,0,542.766458,714.989236,6
0,0,0,0,294.075799,0.491872,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.956493,102.178125,0,213.450799,0,0,0,0,0,0,0,542.766458,542.766458,542.766458,702.132986,528.203194,0,0,0,0,0,0,542.490174,714.594375,5
0,0,0,0,93.820443,0.493489,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,104.196979,102.418620,0,213.379306,0,0,0,0,0,0,0,542.490174,542.490174,542.490174,701.632361,527.772187,0,0,0,0,0,0,542.222014,713.934028,5
0,0,0,0,0.000000,0.444932,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,50.002131,49.181211,0,114.276918,0,0,0,0,0,0,0,542.222014,542.222014,542.222014,700.779931,498.269271,0,0,0,0,0,0,540.978194,712.713472,5
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540.978194,540.978194,540.978194,700,537.500000,0,0,0,0,0,0,540.916076,711.076319,4
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540.916076,540.916076,540.916076,700,537.500000,0,0,0,0,0,0,540.853993,709.442917,4
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540.853993,540.853993,540.853993,700,537.500000,0,0,0,0,0,0,540.792014,707.815625,5
0,0,0,619,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540.792014,540.792014,540.792014,700,537.500000,0,0,0,0,0,0,540.730382,706.199028,8
495106.551111,563861.306667,704970.773333,806.000017,194.802951,0.148174,0.453319,0.531218,0.563859,0.310195,0.656252,0.655029,0.675374,0.638352,781.888593,644.301197,781.889218,509.736388,33.300150,25.921032,499.082257,196.156050,142.484236,172.418043,113.098155,533.436924,175.455680,212.099031,145.882191,686.088455,685.675885,686.569705,670.449323,532.327101,559.539939,555.690929,556.103498,700.911884,700.911884,700.911884,540.988628,712.180451,11.000000
492632.853333,545020.231111,726189.653333,895,688.614514,0.445625,0.514463,0.619269,0.601688,0.377901,0.819394,0.817984,0.829307,0.810892,1104.423664,1048.315703,1104.424548,904.420437,100.187005,90.004861,785.218750,232.781788,230.808333,242.967622,199.569670,812.151396,273.039609,293.499058,245.612711,715.578542,715.439028,715.967083,699.617639,538.621285,561.200000,555.315486,555.455035,730,730,730,541.565278,714.556667,14
487289.955556,558394.453333,718256.568889,973,1162.035694,0.445478,0.542688,0.652618,0.590574,0.430880,0.832574,0.827495,0.838729,0.831500,1249.993877,1249.994877,1228.743146,1142.894267,100.187257,88.445226,924.646597,241.346267,273.500208,268.922830,250.416736,931.423289,309.427947,320.869333,301.126044,715.155208,715.202083,715.398403,699.417778,557.413889,567.775903,556.410035,556.363194,730,730,730,545.393507,714.621528,15
491885.973333,592072.035556,680076.800000,987,1659.148611,0.445633,0.554971,0.665142,0.556424,0.474021,0.834380,0.829160,0.838250,0.835729,1351.260919,1351.262000,1271.533106,1239.308290,100.186988,87.727986,965.695764,245.772326,289.365104,272.554983,265.755104,966.260907,322.920853,325.160284,318.179769,715.244722,715.408958,715.477847,699.628958,568.483819,573.131806,560.148819,559.984514,730,730,730,554.395417,714.711319,16
495832.391111,628334.933333,639811.911111,974,2040.031944,0.446349,0.445253,0.533293,0.410837,0.410825,0.805468,0.805253,0.804566,0.806584,1027.583368,1027.584190,987.374064,1007.297201,100.378047,90.501927,722.692847,227.496580,210.339913,202.231406,206.249705,764.997049,257.548871,251.431787,256.016373,716.651042,716.749236,716.700208,701.208264,540.109167,570.190660,567.744340,567.646215,730,730,730,551.965382,715.051875,16
492136.853333,669988.622222,601842.133333,958,2042.176806,0.446351,0.197672,0.237042,0.168562,0.197884,0.687697,0.683524,0.684684,0.694882,376.201640,375.909516,351.794928,376.201940,100.378958,95.407361,271.599896,228.316285,79.094010,74.081649,79.154766,334.041707,111.757396,108.191280,114.093031,718.777569,718.916181,718.775972,701.214028,540.114340,569.081111,563.187812,563.049201,730,730,730,550.751910,715.236736,16
487186.880000,710053.191111,566696.035556,912,2044.021806,0.446380,0.208437,0.250774,0.164452,0.227151,0.689238,0.683461,0.683149,0.701105,387.831941,373.807153,343.161835,387.832251,100.391675,95.388229,273.390955,228.691684,79.187023,72.772865,82.119861,335.314204,111.422560,106.493787,117.397840,718.713472,718.893056,718.635278,701.294167,540.186285,568.671285,562.038472,561.858889,730,730,730,550.251806,715.396736,15
492303.288889,717955.697778,553624.995556,830,2045.640694,0.446414,0.229193,0.275443,0.166371,0.269535,0.689274,0.685746,0.670859,0.711218,413.455012,378.362100,312.905692,413.455343,100.406354,95.337839,274.111806,228.923941,80.360651,66.615026,87.715069,335.543858,112.549040,99.141209,123.853618,718.656458,719.053542,718.466458,701.386806,540.269375,568.461458,561.595347,561.198264,730,730,730,550.057188,715.537431,14
493714.346667,697334.968889,572889.386667,665,2047.043333,0.446444,0.286083,0.333721,0.192077,0.359456,0.686228,0.680655,0.649628,0.728401,466.911486,365.212302,271.816198,466.911860,100.419219,95.139193,274.335104,229.121615,77.685321,58.027435,99.005547,335.581404,109.567404,89.071422,136.942569,718.719306,719.327986,718.188472,701.467986,540.342222,568.286250,561.337882,560.729201,730,730,730,549.970903,715.659375,11
0,0,0,137,1854.219861,0.489286,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.570573,101.792187,0,213.568194,0,0,0,0,0,0,0,549.970903,549.970903,549.970903,702.934722,528.892604,0,0,0,0,0,0,546.531181,715.564931,9
0,0,0,0,1661.015278,0.489604,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.618073,101.839687,0,213.553559,0,0,0,0,0,0,0,546.531181,546.531181,546.531181,702.836181,528.807917,0,0,0,0,0,0,544.904167,715.460347,7
0,0,0,0,1467.396389,0.489957,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.670911,101.892526,0,213.537361,0,0,0,0,0,0,0,544.904167,544.904167,544.904167,702.726458,528.713611,0,0,0,0,0,0,543.941840,715.343333,6
0,0,0,0,1273.321806,0.490355,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.730339,101.951962,0,213.519184,0,0,0,0,0,0,0,543.941840,543.941840,543.941840,702.603056,528.607535,0,0,0,0,0,0,543.295104,715.210833,6
0,0,0,0,1078.735417,0.490810,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.798247,102.019870,0,213.498542,0,0,0,0,0,0,0,543.295104,543.295104,543.295104,702.462014,528.486250,0,0,0,0,0,0,542.820972,715.057986,5
0,0,0,0,883.566528,0.491341,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.877422,102.099054,0,213.474583,0,0,0,0,0,0,0,542.820972,542.820972,542.820972,702.297431,528.344687,0,0,0,0,0,0,542.450000,714.877569,5
0,0,0,0,687.714375,0.491978,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.972335,102.193967,0,213.446042,0,0,0,0,0,0,0,542.450000,542.450000,542.450000,702.100000,528.174861,0,0,0,0,0,0,542.143299,714.657431,5
0,0,0,0,491.026493,0.492775,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,104.090868,102.312509,0,213.410694,0,0,0,0,0,0,0,542.143299,542.143299,542.143299,701.853333,527.962500,0,0,0,0,0,0,541.876493,714.375069,5
0,0,0,0,293.235486,0.493840,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,104.249193,102.470842,0,213.363941,0,0,0,0,0,0,0,541.876493,541.876493,541.876493,701.523542,527.678472,0,0,0,0,0,0,541.631181,713.980139,4
0,0,0,0,93.691597,0.495460,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,104.489280,102.710938,0,213.294149,0,0,0,0,0,0,0,541.631181,541.631181,541.631181,701.022778,527.246806,0,0,0,0,0,0,541.388611,713.319861,4
0,0,0,0,0.000000,0.447378,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,50.002109,49.179449,0,113.702917,0,0,0,0,0,0,0,541.388611,541.388611,541.388611,700.250556,499.193299,0,0,0,0,0,0,540.205278,712.099236,4
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540.205278,540.205278,540.205278,700,537.500000,0,0,0,0,0,0,540.143264,710.463542,4
0,0,0,0,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540.143264,540.143264,540.143264,700,537.500000,0,0,0,0,0,0,540.081250,708.831597,4
0,0,0,103,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540.081250,540.081250,540.081250,700,537.500000,0,0,0,0,0,0,540.019340,707.205694,5
0,0,0,626,0.000000,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540.019340,540.019340,540.019340,700,537.500000,0,0,0,0,0,0,539.957708,705.588194,7
494172.844444,563371.600000,706394.142222,826.999991,210.916007,0.150818,0.455565,0.533701,0.566999,0.312032,0.665053,0.663492,0.683811,0.647857,813.272928,669.564269,813.273579,533.189602,33.871356,26.306193,521.488108,197.735191,148.584032,179.954427,118.702921,554.520498,181.995524,220.424942,152.100027,687.033238,686.611519,687.509470,671.231372,532.222891,559.111840,555.131684,555.553403,702.047986,702.047986,702.047986,540.269175,712.012318,9.000000
492394.702222,545097.386667,726344.533333,918,722.229236,0.445439,0.515530,0.619715,0.602951,0.379295,0.822357,0.820020,0.832611,0.814442,1136.267299,1084.312571,1136.268208,932.336706,100.187318,89.731901,812.366111,235.005156,239.487830,250.782083,206.392691,834.746951,280.122507,301.716160,252.908267,715.434722,715.308333,715.835694,699.365694,542.886840,562.164826,554.755347,554.881736,730,730,730,541.403993,714.427847,12
487253.582222,558632.391111,718057.884444,940,1177.926944,0.445539,0.543364,0.652443,0.591413,0.431964,0.829348,0.824815,0.835093,0.828137,1187.921225,1187.922175,1182.170704,1100.539350,100.187153,88.891823,887.435208,237.533663,260.346250,259.105365,241.481146,900.955022,298.831076,310.559289,291.564676,715.281458,715.294583,715.487500,699.500833,549.972361,565.655174,556.122535,556.109375,730,730,730,544.031458,714.585417,15
492268.266667,592154.773333,679619.484444,963,1658.405556,0.445591,0.555427,0.664725,0.556929,0.474951,0.832453,0.827337,0.836223,0.833798,1299.868760,1299.869800,1229.185694,1198.553374,100.187057,88.121832,939.297153,243.251875,280.561927,265.539913,259.024861,943.544747,315.115911,317.585920,310.842916,715.242292,715.393472,715.461250,699.572153,563.141632,571.200000,558.789201,558.637986,730,730,730,551.646215,714.675139,16
496243.697778,628274.204444,639493.333333,967,2039.135000,0.446237,0.453423,0.542301,0.418548,0.418717,0.808366,0.807741,0.807672,0.809685,1030.443773,1030.444597,987.187200,1007.079996,100.329575,90.431788,734.313264,228.490608,214.180156,205.322361,209.396649,773.448533,260.232622,254.285244,258.930649,716.436458,716.543542,716.493819,700.902431,539.834792,568.456979,565.209757,565.102639,730,730,730,550.471424,714.972292,17
492454.364444,669766.613333,601755.235556,926,2041.246528,0.446293,0.205258,0.245789,0.175158,0.205591,0.689791,0.684940,0.687189,0.697244,376.305304,376.305605,351.612291,375.905565,100.353984,95.365061,273.795243,228.647778,79.832865,74.657665,79.749071,335.277013,112.082747,108.633662,114.560613,718.681806,718.824861,718.684028,701.056458,539.972951,568.441528,561.789618,561.646528,730,730,730,550.018611,715.156319,18
