a_sf1,a_sf2,a_sf3,beam,e_ch_tes,eta,eta_field_tot,eta_field1,eta_field2,eta_field3,eta_therm,eta_rec_therm1,eta_rec_therm2,eta_rec_therm3,m_dot_rec,m_dot_rec1,m_dot_rec2,m_dot_rec3,p_cycle,p_out_net,q_ch_tes,q_dc_tes,q_dot_hx1,q_dot_hx2,q_dot_hx3,q_dot_rec_inc,q_dot_rec_inc1,q_dot_rec_inc2,q_dot_rec_inc3,t_hx_tes_out1,t_hx_tes_out2,t_hx_tes_out3,t_pc_in,t_pc_out,t_rec_in1,t_rec_in2,t_rec_in3,t_rec_out1,t_rec_out2,t_rec_out3,t_tes_cold,t_tes_hot,tdry
m2,m2,m2,W/m2,MWh,-,-,-,-,-,-,-,-,-,kg/s,kg/s,kg/s,kg/s,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,C,C,C,C,C,C,C,C,C,C,C,C,C,C
506807.680000,636332.444444,620550.257778,973,0.000000,0.429008,0.566520,0.657711,0.517245,0.542572,0.831339,0.831520,0.829800,0.832699,1354.300049,1337.657485,1319.594221,1354.301133,99.516406,86.352656,942.103819,183.457413,269.129531,265.552847,272.424323,972.188160,324.332764,320.253156,327.602240,716.169583,716.204167,716.138125,698.480139,533.635660,570.360382,570.543090,570.508542,730,730,730,556.103924,715.873681,35
498894.542222,675240.675556,589972.906667,952,0.000000,0.430517,0.560578,0.651087,0.476580,0.580180,0.819266,0.800789,0.824526,0.832483,1519.127862,1519.129077,1252.519955,1340.989438,100.268359,82.973108,0,0,306.072743,253.139601,270.726285,941.452302,309.232320,306.359431,325.860551,715.792917,716.288403,716.115000,700.487153,656.984236,601.200000,570.311042,569.815556,730,730,730,556.084340,713.824861,35
490170.844444,712954.026667,560765.191111,912,481.988924,0.430944,0.547824,0.637760,0.433908,0.614041,0.818343,0.811458,0.815523,0.828049,1283.351783,1195.231850,1136.433897,1283.352809,100.436823,88.659418,853.382014,241.962604,241.765990,230.053142,259.300260,881.266418,285.101440,282.133262,314.031716,716.404653,716.530556,716.225278,701.549444,559.078854,576.805139,569.679688,569.553785,730,730,730,556.419757,715.533611,35
489707.200000,717362.986667,556775.680000,835,866.805694,0.433129,0.522643,0.606152,0.381677,0.630816,0.803349,0.797931,0.791960,0.820155,1185.078993,1002.767736,893.610907,1185.079941,100.508038,90.155755,727.799306,235.807865,202.996042,181.211285,239.287326,769.754098,247.858916,228.623911,293.271253,716.863472,717.140625,716.452014,701.999097,548.109063,573.869514,569.556250,569.279097,730,730,730,556.437465,715.846597,34
487185.777778,696740.906667,580046.862222,670,1070.511944,0.437420,0.467468,0.525893,0.315413,0.601041,0.760297,0.753640,0.731506,0.795746,909.188030,639.309351,528.206329,909.188757,99.903568,92.056267,493.163681,227.366649,130.254679,107.899627,184.304358,552.482382,171.659058,147.240080,233.583236,717.916944,718.339167,717.100764,702.421806,534.310347,569.764167,568.520521,568.098299,730,730,730,556.093264,716.110625,32
0,0,0,0,867.184514,0.482684,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.463116,101.622187,0,215.388559,0,0,0,0,0,0,0,556.093264,556.093264,556.093264,703.588889,533.897014,0,0,0,0,0,0,555.763715,715.932778,28
0,0,0,0,666.067778,0.485691,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.564271,101.750095,0,214.631510,0,0,0,0,0,0,0,555.763715,555.763715,555.763715,703.288403,531.746562,0,0,0,0,0,0,555.394896,715.712986,26
0,0,0,0,466.171667,0.488569,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.667517,101.872474,0,213.871927,0,0,0,0,0,0,0,555.394896,555.394896,555.394896,702.975486,530.258819,0,0,0,0,0,0,555.008125,715.426736,24
0,0,0,0,266.541684,0.490177,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.793689,102.011675,0,213.698733,0,0,0,0,0,0,0,555.008125,555.008125,555.008125,702.571181,528.778472,0,0,0,0,0,0,554.604271,715.018056,22
0,0,0,0,65.329128,0.492196,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,104.004800,102.226432,0,213.436337,0,0,0,0,0,0,0,554.604271,554.604271,554.604271,702.032500,528.116736,0,0,0,0,0,0,554.204375,714.302569,21
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,-0.566693,0,65.073689,0,0,0,0,0,0,0,554.204375,554.204375,554.204375,704.061389,537.500000,0,0,0,0,0,0,554.124132,713.011806,20
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554.124132,554.124132,554.124132,700,537.500000,0,0,0,0,0,0,554.104028,711.410903,20
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554.104028,554.104028,554.104028,700,537.500000,0,0,0,0,0,0,554.083924,709.811458,19
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554.083924,554.083924,554.083924,700,537.500000,0,0,0,0,0,0,554.063785,708.215625,19
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554.063785,554.063785,554.063785,700,537.500000,0,0,0,0,0,0,554.043646,706.621250,18
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554.043646,554.043646,554.043646,700,537.500000,0,0,0,0,0,0,554.023472,705.030486,18
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554.023472,554.023472,554.023472,700,537.500000,0,0,0,0,0,0,554.003333,703.443403,18
0,0,0,0,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,554.003333,554.003333,554.003333,700,537.500000,0,0,0,0,0,0,553.983229,701.862292,19
0,0,0,581,0,0,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553.983229,553.983229,553.983229,700,537.500000,0,0,0,0,0,0,553.963229,700.291806,22
497419.386667,588663.964444,677816.533333,794,170.945556,0.134645,0.428653,0.476032,0.544242,0.293497,0.621490,0.618089,0.648460,0.597921,798.480296,565.084363,798.480935,459.466600,30.382645,23.314298,438.514184,185.883225,116.638077,163.981827,95.111228,482.495733,151.103044,204.443662,126.949040,685.416007,684.752240,685.794740,699.319913,533.840547,565.956623,565.362352,566.026120,696.864453,696.864453,696.864453,553.796970,710.299297,26
485368.924444,556049.671111,722448.142222,887,658.909236,0.440992,0.507234,0.586934,0.622630,0.364872,0.807862,0.800184,0.827070,0.796333,1234.629215,1025.358647,1234.630203,907.664845,100.329497,89.705469,759.354722,236.949271,210.742309,253.026354,186.894757,793.593173,252.687929,307.091271,233.813920,716.602014,716.134861,716.900833,700.872639,555.761111,573.895347,567.073090,567.540278,730,730,730,553.973056,715.030347,29
491757.582222,543936.320000,728011.377778,934,1133.118056,0.437120,0.541354,0.630975,0.619756,0.422238,0.820890,0.814297,0.829606,0.818767,1275.069393,1209.223209,1275.070413,1148.437462,100.368863,88.560347,867.663125,240.282587,247.486267,260.745174,235.234635,891.772516,289.807982,314.858667,287.105813,716.211111,716.075694,716.341597,701.113958,559.592778,575.525938,567.761944,567.897326,730,730,730,554.418993,715.339444,32
496331.733333,570766.435556,696878.506667,945,1635.390417,0.434903,0.557704,0.648423,0.592383,0.464689,0.825398,0.819405,0.831022,0.825766,1300.631072,1285.288771,1300.632112,1238.051519,100.386571,88.079089,910.355903,242.292066,262.143403,265.222847,252.658385,929.669120,304.132089,319.515982,306.021049,716.090347,716.059931,716.185972,701.194028,561.839514,576.538611,568.328646,568.359097,730,730,730,554.977569,715.440556,33
505980.017778,600028.231111,657140.551111,955,2147.155694,0.432786,0.565277,0.655480,0.554673,0.505507,0.827495,0.822800,0.829915,0.829770,1364.333037,1364.334129,1297.396949,1293.685815,100.375243,87.666554,938.221806,246.418524,277.126476,263.741528,262.999045,951.818098,316.735324,317.842382,317.240391,715.981181,716.110347,716.117708,701.160486,567.850139,578.838611,568.996424,568.867222,730,730,730,555.835590,715.484653,34
506251.057778,636784.284444,620731.733333,948,2654.228889,0.430835,0.566165,0.658195,0.516322,0.542240,0.826387,0.822207,0.826977,0.829978,1362.497896,1362.498986,1273.928288,1307.497737,100.393715,87.714349,931.070972,246.570156,275.418264,257.790087,264.474045,946.657351,315.885120,311.689173,319.083093,716.052917,716.224375,716.158264,701.277639,567.230764,579.153333,569.782674,569.611181,730,730,730,556.723854,715.529653,35
498394.453333,675965.084444,589737.315556,922,3139.528333,0.429068,0.560180,0.651634,0.475499,0.579954,0.821629,0.816308,0.820529,0.828051,1294.613649,1273.154678,1206.599523,1294.614685,98.632405,86.451840,887.240278,239.970052,256.336858,243.142049,260.588594,911.131449,299.438542,296.350187,315.342720,716.295764,716.430694,716.253542,701.537222,562.288819,578.059132,570.428090,570.293160,730,730,730,557.397222,715.591944,36
489836.764444,713489.280000,560559.608889,874,3572.817222,0.431039,0.547319,0.638159,0.432750,0.613765,0.813129,0.807399,0.809919,0.822069,1228.344573,1132.061587,1086.739911,1228.345556,100.474366,89.175382,808.403333,238.316424,227.471094,218.502014,246.503906,843.766613,273.206844,269.858613,300.701120,716.641111,716.741458,716.438472,701.786250,552.812465,575.769097,570.756111,570.655729,730,730,730,557.614618,715.671736,35
489433.102222,717275.804444,557142.293333,788,3916.943889,0.433174,0.521712,0.605937,0.380071,0.630073,0.796385,0.792684,0.783507,0.812962,1114.494262,927.098421,835.422693,1114.495153,100.525512,90.760755,675.691181,231.395451,186.620417,168.425451,223.716563,725.134862,233.693689,214.821440,276.619698,717.141319,717.386944,716.696250,702.109444,538.303542,571.802083,570.473264,570.227674,730,730,730,557.098715,715.766944,34
487735.537778,695784.106667,580454.826667,613,4073.620833,0.437538,0.465160,0.523729,0.313365,0.597903,0.746306,0.739642,0.715178,0.784098,817.785995,573.150009,469.842312,817.786649,98.933394,91.573793,440.954340,225.157708,116.510634,95.764705,165.409288,502.985387,156.585351,133.654880,212.745156,718.205069,718.634514,717.399375,702.188056,534.673090,569.993472,568.893646,568.464201,730,730,730,556.405486,715.865208,32
0,0,0,139,3875.768333,0.481685,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.531415,101.674470,0,215.840035,0,0,0,0,0,0,0,556.405486,556.405486,556.405486,703.467153,534.867986,0,0,0,0,0,0,555.811875,715.819514,29
0,0,0,0,3680.881944,0.484685,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.578377,101.751319,0,214.956337,0,0,0,0,0,0,0,555.811875,555.811875,555.811875,703.309097,532.695729,0,0,0,0,0,0,555.174340,715.771250,27
0,0,0,0,3488.296389,0.486795,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.598524,101.795095,0,214.372222,0,0,0,0,0,0,0,555.174340,555.174340,555.174340,703.162431,530.830972,0,0,0,0,0,0,554.514826,715.720347,25
0,0,0,0,3296.372500,0.488200,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.616458,101.821415,0,213.899392,0,0,0,0,0,0,0,554.514826,554.514826,554.514826,703.090764,530.350278,0,0,0,0,0,0,553.899201,715.666458,24
0,0,0,0,3104.205833,0.488375,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.640694,101.845651,0,213.886354,0,0,0,0,0,0,0,553.899201,553.899201,553.899201,703.036042,530.306875,0,0,0,0,0,0,553.339132,715.609444,24
0,0,0,0,2912.530556,0.489116,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.657040,101.868941,0,213.700556,0,0,0,0,0,0,0,553.339132,553.339132,553.339132,702.948819,529.717361,0,0,0,0,0,0,552.804792,715.548750,23
0,0,0,0,2721.245278,0.489291,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.666024,101.884010,0,213.749462,0,0,0,0,0,0,0,552.804792,552.804792,552.804792,702.848542,529.009306,0,0,0,0,0,0,552.287604,715.483958,22
0,0,0,0,2529.680833,0.489503,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.696580,101.914566,0,213.737292,0,0,0,0,0,0,0,552.287604,552.287604,552.287604,702.782153,528.954062,0,0,0,0,0,0,551.810278,715.414583,22
0,0,0,0,2337.820556,0.489730,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.729384,101.947370,0,213.724236,0,0,0,0,0,0,0,551.810278,551.810278,551.810278,702.710903,528.894792,0,0,0,0,0,0,551.367986,715.339861,22
0,0,0,0,2145.645000,0.489976,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.764792,101.982778,0,213.710174,0,0,0,0,0,0,0,551.367986,551.367986,551.367986,702.633958,528.830764,0,0,0,0,0,0,550.956493,715.259028,22
0,0,0,0,1953.523333,0.490557,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.760434,101.982057,0,213.510035,0,0,0,0,0,0,0,550.956493,550.956493,550.956493,702.540556,528.553785,0,0,0,0,0,0,550.565417,715.170764,21
0,0,0,0,1761.038889,0.490853,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.804601,102.026224,0,213.496615,0,0,0,0,0,0,0,550.565417,550.565417,550.565417,702.448750,528.474896,0,0,0,0,0,0,550.198819,715.073750,21
0,0,0,0,1567.766111,0.490859,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.891875,102.109870,0,213.659948,0,0,0,0,0,0,0,550.198819,550.198819,550.198819,702.357708,528.600729,0,0,0,0,0,0,549.860556,714.966181,22
0,0,0,483,1346.701528,0.446470,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,100.654991,98.622292,0,224.064149,0,0,0,0,0,0,0,549.860556,549.860556,549.860556,702.958958,543.046806,0,0,0,0,0,0,550.029271,714.844653,24
498035.786667,588716.880000,677147.360000,707,1387.705608,0.442222,0.426782,0.474578,0.541332,0.292038,0.587551,0.584265,0.615059,0.563328,655.338627,463.985043,655.339151,374.257050,100.187255,93.503568,367.696771,226.494714,98.034210,137.787161,79.305356,411.189120,129.100898,174.073138,108.015093,679.508229,678.874688,679.883958,701.372309,532.370035,562.825486,562.179965,562.813507,691.611007,691.611007,691.611007,549.881198,715.027865,27.999999
485426.453333,555869.582222,722573.440000,810,1769.900000,0.439842,0.506538,0.587095,0.621501,0.363980,0.801266,0.796180,0.819246,0.788372,1088.459852,886.778072,1088.460723,799.835425,100.350174,90.870703,680.808819,230.681441,186.604306,228.337778,168.563663,723.708373,230.843004,279.833529,213.031876,716.673819,716.159097,716.926250,701.010000,535.691285,565.839271,563.145556,563.660243,730,730,730,549.663125,715.291389,30
491650.773333,543946.311111,728112.355556,866,2183.569167,0.437073,0.540937,0.631517,0.618967,0.421481,0.816196,0.811546,0.823491,0.813550,1142.152691,1067.452350,1142.153605,1029.556577,100.348811,89.670833,793.565000,234.495747,224.189497,239.628663,216.349792,826.212267,268.880587,291.568960,265.762720,716.196944,716.023542,716.288819,700.987083,542.730521,568.112535,563.466181,563.639618,730,730,730,549.733368,715.363333,32
495907.235556,570886.897778,697151.217778,894,2633.965000,0.434793,0.557421,0.649030,0.591832,0.464078,0.822398,0.817528,0.827293,0.822372,1190.716444,1163.658017,1190.717397,1133.812344,100.342752,88.996259,853.278958,237.981615,243.975747,249.559653,237.814080,879.034453,287.741458,302.054756,289.238240,715.980764,715.921181,716.047778,700.916597,548.508507,569.928229,563.752604,563.812153,730,730,730,550.034410,715.379722,33
505278.720000,600655.075556,657368.817778,909,3099.444167,0.432661,0.564951,0.656211,0.553864,0.504936,0.825347,0.821955,0.827146,0.826941,1235.188780,1235.189768,1194.966921,1191.360084,100.326875,88.599288,883.937153,241.120069,258.304774,250.023056,249.280174,905.527538,301.396836,302.407040,301.723627,715.849236,715.935347,715.943194,700.855069,553.399271,571.200000,564.185139,564.099062,730,730,730,550.585208,715.380278,34
505691.200000,637245.440000,620912.711111,904,3561.716389,0.430689,0.565803,0.658676,0.515391,0.541901,0.824710,0.821843,0.824711,0.827576,1233.845728,1233.846715,1173.290973,1205.257735,100.336163,88.631719,879.123403,241.460920,257.247830,244.815139,251.379670,902.183324,301.110329,296.901298,304.171733,715.895069,716.025347,715.955903,700.914722,552.690174,571.200000,564.690104,564.559861,730,730,730,551.144722,715.389792,35
497907.306667,676694.257778,589484.160000,868,3994.184167,0.430769,0.559778,0.652179,0.474420,0.579717,0.819088,0.815267,0.817528,0.824470,1173.302677,1136.395339,1093.604509,1173.303615,100.367951,89.249384,826.503681,237.731406,236.503125,227.732465,244.063160,857.146524,281.861102,278.660320,296.625120,716.150556,716.248264,716.068611,701.115139,545.100521,569.881250,564.994201,564.896424,730,730,730,551.313576,715.421944,35
489535.644444,714006.613333,560339.413333,821,4379.459167,0.432845,0.546806,0.638552,0.431584,0.613472,0.811122,0.806926,0.807401,0.819040,1108.176751,1009.563277,979.736487,1108.177637,100.398151,90.107543,752.638958,233.333576,210.292066,204.171649,230.504878,791.854720,256.639769,252.994098,282.220871,716.462639,716.537500,716.227569,701.305139,536.624340,567.546250,564.850937,564.776076,730,730,730,550.993819,715.469861,34
489176.035556,717193.244444,557486.933333,733,4667.844444,0.434930,0.520759,0.605689,0.378467,0.629292,0.792427,0.788018,0.779361,0.809901,992.663783,830.928704,740.293175,992.664577,98.995425,90.000009,625.805139,228.643177,173.891806,155.183108,207.190677,673.293156,217.179680,198.960978,257.152480,716.918750,717.196042,716.480833,701.409375,534.756215,566.876250,564.075069,563.797743,730,730,730,550.545347,715.532639,33
488343.146667,694742.613333,580889.706667,555,4774.042222,0.438517,0.462782,0.521459,0.311285,0.594642,0.736311,0.728399,0.704220,0.776313,701.791131,496.028249,399.686325,701.791692,99.006215,92.241163,393.401597,226.806806,104.813759,84.693802,147.588681,453.066382,141.331289,120.026107,191.708996,718.086458,718.557917,717.290903,701.422222,532.726181,565.614132,562.458889,561.987396,730,730,730,549.967396,715.602708,31
0,0,0,90,4579.109167,0.484027,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.631189,101.790269,0,215.225833,0,0,0,0,0,0,0,549.967396,549.967396,549.967396,703.156875,533.582014,0,0,0,0,0,0,549.608194,715.563819,28
0,0,0,0,4386.823889,0.486568,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.684913,101.870738,0,214.563420,0,0,0,0,0,0,0,549.608194,549.608194,549.608194,703.008750,531.524132,0,0,0,0,0,0,549.161806,715.523194,26
0,0,0,0,4195.486667,0.487553,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.704158,101.900729,0,214.317813,0,0,0,0,0,0,0,549.161806,549.161806,549.161806,702.921528,530.636875,0,0,0,0,0,0,548.718542,715.480694,25
0,0,0,0,4004.839167,0.488944,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.719236,101.924201,0,213.844149,0,0,0,0,0,0,0,548.718542,548.718542,548.718542,702.858750,530.166111,0,0,0,0,0,0,548.301944,715.436111,24
0,0,0,0,3814.725556,0.489647,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.731233,101.943134,0,213.663993,0,0,0,0,0,0,0,548.301944,548.301944,548.301944,702.784375,529.585174,0,0,0,0,0,0,547.901111,715.389375,23
0,0,0,0,3625.050000,0.489771,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.735191,101.953177,0,213.721927,0,0,0,0,0,0,0,547.901111,547.901111,547.901111,702.698264,528.884271,0,0,0,0,0,0,547.507083,715.340208,22
0,0,0,0,3435.154722,0.489930,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.758186,101.976172,0,213.712795,0,0,0,0,0,0,0,547.507083,547.507083,547.507083,702.648333,528.842708,0,0,0,0,0,0,547.150799,715.288403,22
0,0,0,0,3245.416667,0.490411,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.738594,101.960217,0,213.516667,0,0,0,0,0,0,0,547.150799,547.150799,547.150799,702.585903,528.592813,0,0,0,0,0,0,546.817257,715.233611,21
0,0,0,0,3055.437778,0.490591,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.765530,101.987153,0,213.508472,0,0,0,0,0,0,0,546.817257,546.817257,546.817257,702.530000,528.544688,0,0,0,0,0,0,546.511979,715.175556,20
0,0,0,0,2865.207778,0.490783,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.794106,102.015738,0,213.499792,0,0,0,0,0,0,0,546.511979,546.511979,546.511979,702.470556,528.493646,0,0,0,0,0,0,546.231181,715.113819,20
0,0,0,0,2674.711667,0.490987,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.824566,102.046189,0,213.490556,0,0,0,0,0,0,0,546.231181,546.231181,546.231181,702.407292,528.439201,0,0,0,0,0,0,545.971528,715.047847,19
0,0,0,0,2483.935833,0.491205,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.857153,102.078776,0,213.480694,0,0,0,0,0,0,0,545.971528,545.971528,545.971528,702.339583,528.380937,0,0,0,0,0,0,545.730382,714.977153,19
0,0,0,0,2292.862639,0.491440,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.892161,102.113793,0,213.470139,0,0,0,0,0,0,0,545.730382,545.730382,545.730382,702.266736,528.318333,0,0,0,0,0,0,545.505417,714.900972,19
0,0,0,510,2075.998611,0.446943,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,100.635686,98.621302,0,223.904323,0,0,0,0,0,0,0,545.505417,545.505417,545.505417,702.833611,541.567639,0,0,0,0,0,0,545.820590,714.818194,21
498679.146667,588773.626667,676447.564444,735.000017,2120.346875,0.445542,0.424866,0.473051,0.538361,0.290558,0.600590,0.597582,0.627318,0.576870,675.810133,482.288820,675.810674,387.192013,100.088490,93.344844,388.947639,225.260482,104.208333,145.321372,83.910035,430.412658,135.484213,182.046062,112.882382,679.792005,679.148880,680.191068,700.985451,528.817847,560.080243,559.189479,559.832639,693.099826,693.099826,693.099826,545.673056,714.923576,23.999999
485514.986667,555665.031111,722692.195556,835,2516.040278,0.442981,0.505825,0.587228,0.620347,0.363083,0.806964,0.801242,0.824779,0.794871,1102.088849,910.129005,1102.089731,810.829607,100.254115,90.642405,708.172361,231.924306,195.863021,236.488021,174.790087,744.995840,238.065333,287.828818,219.101671,716.298750,715.805278,716.588889,700.399236,538.235208,563.976944,559.311181,559.804618,730,730,730,545.662951,715.066597,27
491548.622222,543970.844444,728194.560000,887,2930.412778,0.440789,0.540509,0.632043,0.618162,0.420715,0.820736,0.815521,0.828365,0.818323,1150.377877,1086.595003,1150.378797,1036.284720,100.250964,89.481684,819.128889,235.200521,233.147622,246.616267,222.513906,845.580587,275.572836,298.264604,271.743147,715.846389,715.696597,715.969792,700.376042,544.500764,566.186458,559.816563,559.966354,730,730,730,545.977257,715.102361,29
495459.200000,571039.573333,697425.066667,920,3385.428056,0.438084,0.557132,0.649639,0.591269,0.463463,0.827385,0.821815,0.832670,0.827671,1208.053333,1193.383592,1208.054300,1149.777670,100.242057,88.722231,886.098542,239.262378,255.258681,258.347292,246.074184,904.119182,296.119858,310.627164,297.372213,715.623889,715.591458,715.722222,700.295486,551.222326,568.512604,560.353403,560.385799,730,730,730,546.647431,715.103194,31
504598.471111,601249.635556,657598.435556,929,3850.866667,0.436793,0.564618,0.656921,0.553055,0.504363,0.829136,0.824524,0.831552,0.831333,1265.973254,1265.974267,1205.222416,1200.886926,100.229913,88.341866,912.532917,242.813646,269.560920,256.823681,255.914271,924.980836,307.945920,308.914773,308.120107,715.519167,715.649792,715.659306,700.234792,557.761562,571.200000,561.128264,560.997639,730,730,730,547.772465,715.100764,32
505126.151111,637714.773333,621090.346667,925,4315.416111,0.436835,0.565432,0.659152,0.514452,0.541554,0.828417,0.824539,0.828855,0.831857,1266.149610,1266.150623,1187.339696,1220.499939,100.247578,88.353637,907.554167,242.303611,267.963264,251.537743,258.451285,922.578987,307.983324,303.467982,311.127644,715.607014,715.776528,715.704097,700.346597,557.883229,571.200000,562.165417,561.995937,730,730,730,549.017465,715.112500,32
497426.275556,677424.711111,589223.680000,907,4766.137778,0.436922,0.559371,0.652721,0.473342,0.579472,0.824436,0.819244,0.823404,0.830661,1220.537837,1202.883175,1137.205295,1220.538813,100.284514,88.723898,874.145903,239.038316,253.058646,239.450764,256.714358,895.002880,294.485227,290.832711,309.684942,715.839167,715.985000,715.801042,700.580278,552.683715,571.200000,563.178333,563.032431,730,730,730,549.971076,715.143542,32
489266.062222,714504.106667,560107.982222,863,5171.817222,0.438293,0.546283,0.638939,0.430407,0.613164,0.816473,0.810907,0.813313,0.825198,1164.750696,1078.781070,1028.681514,1164.751628,100.324922,89.537405,800.284375,235.051146,226.149844,215.803906,243.883194,831.566791,269.783431,265.396462,296.386862,716.193472,716.314236,715.996736,700.819722,546.066250,569.415590,563.777604,563.656875,730,730,730,550.421285,715.194514,31
488939.840000,717115.235556,557805.795556,778,5493.818333,0.441103,0.519785,0.605409,0.376864,0.628472,0.799775,0.796171,0.786791,0.816363,1058.827378,882.866010,787.989648,1058.828225,100.372283,91.040851,667.772431,228.084028,185.179826,165.554705,221.481753,713.292516,230.294542,210.258258,272.739680,716.728889,717.005625,716.275208,701.143194,531.487639,565.501701,563.692396,563.415625,730,730,730,549.506111,715.262778,29
489016.391111,693612.657778,581347.448889,600,5633.412222,0.444135,0.460332,0.519081,0.309177,0.591257,0.748689,0.742431,0.717253,0.786384,761.211417,537.373230,434.373049,761.212026,98.992109,92.004722,428.728090,223.140833,114.077752,92.471693,160.814392,487.208427,152.303467,128.669493,206.235467,717.837569,718.311458,717.023403,701.160972,527.415313,563.305347,561.668576,561.194653,730,730,730,548.202778,715.333333,26
0,0,0,0,5444.591667,0.489393,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.781111,101.986076,0,213.811007,0,0,0,0,0,0,0,548.202778,548.202778,548.202778,702.719028,530.055139,0,0,0,0,0,0,547.474722,715.300417,24
0,0,0,0,5256.987778,0.490028,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.772352,101.990339,0,213.707188,0,0,0,0,0,0,0,547.474722,547.474722,547.474722,702.617569,528.817083,0,0,0,0,0,0,546.773576,715.266181,22
0,0,0,0,5069.603333,0.490451,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.744670,101.966285,0,213.514826,0,0,0,0,0,0,0,546.773576,546.773576,546.773576,702.573333,528.581944,0,0,0,0,0,0,546.179097,715.230694,20
0,0,0,0,4882.052778,0.490567,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.761962,101.983585,0,213.509566,0,0,0,0,0,0,0,546.179097,546.179097,546.179097,702.537361,528.551076,0,0,0,0,0,0,545.680625,715.193750,19
0,0,0,0,4694.328333,0.490688,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.779957,102.001580,0,213.504097,0,0,0,0,0,0,0,545.680625,545.680625,545.680625,702.500000,528.518924,0,0,0,0,0,0,545.255868,715.155278,17
0,0,0,0,4506.427222,0.490813,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.798698,102.020321,0,213.498403,0,0,0,0,0,0,0,545.255868,545.255868,545.255868,702.461042,528.485417,0,0,0,0,0,0,544.889097,715.115208,16
0,0,0,0,4318.342778,0.490944,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.818247,102.039870,0,213.492465,0,0,0,0,0,0,0,544.889097,544.889097,544.889097,702.420417,528.450486,0,0,0,0,0,0,544.568542,715.073403,15
0,0,0,0,4130.068889,0.491081,0,0,0,0,-nan(ind),0,0,0,0,0,0,0,103.838663,102.060295,0,213.486285,0,0,0,0,0,0,0,544.568542,544.568542,544.568542,702.377986,528.413993,0,0,0,0,0,0,544.285521,715.029653,14
