q_sf_des,cycle_design_power,solar_multiple,h_tower,dni_design_point,receiver_height,receiver_tube_diam,riser_inner_diam,downcomer_inner_diam,hours_tes,dT_approach_charge_hx,dT_approach_ht_disch_hx,dT_approach_lt_disch_hx,Annual energy,Capacity factor,LCOE (real),PPA price (year 1),Annual gross cycle,Annual rec to particle,TOU 1 frac,TOU1 cap fac,TOU 2 frac,TOU2 cap fac,TOU 3 frac,TOU3 cap fac,TOU 4 frac,TOU4 cap fac,Cap fac weighted,Cap fac weighted MIN0,Site improvement,A_sf,N_hel_pre,q_sf_des_pre,total_q_rec_inc,Heliostats,Tower,Receiver,Storage,Power block,Contingency,Recirculator cost,Cycle efficiency,Design CR deltaP,Direct costs subtotal,Indirect costs subtotal,Net capital cost,NPV costs,OM lifetime total,Analysis period,Cost per capacity,Tower height,Charge HX duty,Discharge HX (hot) duty,Discharge HX (cold) duty,Charge HX UA,Discharge HX (hot) UA,Discharge HX (cold) UA,Charge HX effectiveness,Discharge HX (hot) effectiveness,Discharge HX (cold) effectiveness,Charge HX cost,Discharge (hot) HX cost,Discharge (cold) HX cost,Riser cost,Downcomer cost
712.4903614,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,565857159.8,86.42645713,5.17658675,6.225616345,629414132.5,1346075630,0.05890411,106.6826831,0.068721461,101.5392183,0.207534247,102.6899384,0.663926941,93.00759969,0.929680539,0.929680539,15133519.39,1513351.939,20803.32045,712.4903614,1643020.98,113501395.5,10768410.56,3030395.737,77701052.46,49827000,22365152.29,0,0.447634942,2.328927818,341867327.8,32047969.55,406888005.8,482800196.1,133108463.7,30,5002.847149,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,28683498.41,8548928.46,4391758.523,4972530.157,5072729.758
707.850643,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,568843926,86.88264226,4.87922607,5.868065751,637997415.3,1235921818,0.05890411,90.38114572,0.068721461,102.6681428,0.207534247,102.8461011,0.663926941,96.44843991,0.945104832,0.945104832,15041711.41,1504171.141,20677.11685,707.850643,1485164.126,112812835.6,9909423.576,6602378.107,47079058.93,49827000,20405331.37,0,0.499758819,2.074138199,311910065.2,29351815.91,371944423.6,457468496.7,151853746.2,30,4565.956625,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,14782346.11,4405781.245,2263339.485,5809431.997,5926495.695
691.899636,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,566166795.8,86.47374953,5.46867172,6.576999278,632591113.5,1272660819,0.05890411,91.91634983,0.068721461,101.5215755,0.207534247,101.9622358,0.663926941,94.99457229,0.935276309,0.935276309,14720754.84,1472075.484,20235.91462,691.899636,1507212.875,110405661.3,11865278.44,7711691.215,68767326.48,49827000,22449494.66,0,0.475734659,2.181077523,343156561.3,32164000.56,409317246.1,510320923.8,179993909.7,30,5021.649064,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,24767017.76,7381647.107,3792102.337,3565677.082,3637527.712
720.372555,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,579630059.1,88.53006732,4.716714977,5.672623192,632672310.5,1179765111,0.05890411,83.87360734,0.068721461,102.6248765,0.207534247,101.9651302,0.663926941,96.17756865,0.937003691,0.937003691,15287844.65,1528784.465,21015.46324,720.372555,1448049.115,114658834.9,9354332.885,8791463.984,37949019.23,49827000,20058016.07,0,0.513552065,2.019482214,306601102.8,28874009.3,365669089,450617090.2,150913356.8,30,4488.531814,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,18562624.55,5532468.427,2842141.618,5100003.081,5202771.341
736.0909349,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,555770495.3,84.88586572,5.030759735,6.050337732,623138301.3,1276155930,0.05890411,93.08217324,0.068721461,101.0186697,0.207534247,101.9545549,0.663926941,93.44677781,0.92121824,0.92121824,15589223.78,1558922.378,21429.75308,736.0909349,1607112.9,116919178.4,10988254.8,7148355.493,43022994.17,49827000,20249746.28,0,0.480259002,2.159735549,309531835.9,29137775.28,369358654.5,460835778.5,163046664.8,30,4531.273021,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,15189100.82,4527011.819,2325618.098,4500013.831,4590691.932
675.246496,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,564806154.9,86.26593141,4.914154397,5.910039709,634761192.1,1313166893,0.05890411,104.0142111,0.068721461,101.1065672,0.207534247,103.085989,0.663926941,94.55472442,0.939882167,0.939882167,14377117.89,1437711.789,19763.53467,675.246496,1503939.957,107828384.2,10133819.01,4718873.111,57979969.67,49827000,20772869.55,0,0.474905037,2.184997367,317528148.8,29857443.44,378331443.7,457472870.5,139774035.6,30,4647.889595,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,27371912.71,8158018.95,4190940.353,3411540.416,3480285.095
729.6874855,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,544004914,83.08884417,5.576574781,6.706856416,605985182.9,1395372241,0.05890411,104.506674,0.068721461,99.99801379,0.207534247,100.8728928,0.663926941,89.7530413,0.893108143,0.893108143,15467492.2,1546749.22,21262.41517,729.6874855,1755038.914,116006191.5,10535048.92,7523117.257,66900299.87,49827000,21079395.96,0,0.416223448,2.531676968,322213623.9,30279136.19,385147795.8,500020119,206466633.7,30,4716.221594,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,28587054.36,8520183.945,4376991.881,4447562.387,4537183.558
688.0279205,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,580066665.5,88.5967526,4.740366749,5.701049965,638917977.5,1285578788,0.05890411,99.6179266,0.068721461,102.3994637,0.207534247,102.9552897,0.663926941,95.36952286,0.945308668,0.945308668,14641630.17,1464163.017,20127.14604,688.0279205,1504852.925,109812226.3,12690818.76,5647518.741,57041431.06,49827000,20383771.12,0,0.477330738,2.173467288,311580501.3,29322155.17,371420932.4,453217820.4,144892761,30,4561.150334,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,24239624.96,7224461.142,3711352.709,5046091.782,5147773.696
724.8205379,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,572797049.7,87.48642445,4.849449633,5.832235412,632481030.6,1316974300,0.05890411,100.9573512,0.068721461,101.9222039,0.207534247,102.439302,0.663926941,94.28977603,0.936358865,0.936358865,15374002.45,1537400.245,21133.89979,724.8205379,1618099.554,115305018.4,10244925.77,4375780.717,49233246.59,49827000,20639468.8,0,0.465141863,2.2336506,315489023.1,29673922.12,376026011.8,457836435.3,144817350.3,30,4618.151406,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,15017761.07,4475945.131,2299384.101,3970345.004,4050349.946
724.4690151,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,543144148.7,82.95737479,4.646325209,5.587862734,607666594.4,1411017950,0.05890411,104.2910083,0.068721461,100.5223175,0.207534247,101.0166601,0.663926941,89.08378676,0.897418701,0.897418701,15367218.15,1536721.815,21124.57377,724.4690151,1726465.682,115254136.1,9812980.13,3441111.7,48957788.63,49827000,19633461.76,0,0.428682912,2.445747727,300111486.9,28289943.87,357077648.7,415950676.8,102322898.7,30,4393.888598,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,14725748.13,4388912.59,2254673.713,5462603.492,5572678.378
738.610892,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,498267845.5,76.10317169,6.019297013,7.239070901,582808910.2,1457501274,0.05890411,100.9912668,0.068721461,99.5016936,0.207534247,98.11438346,0.663926941,88.1471721,0.858494234,0.858494234,15636724.34,1563672.434,21495.04954,738.610892,1815120.635,117275432.5,11220045.22,3885070.994,98169296.67,49827000,23195784.9,0,0.402085586,2.638969193,354564140.6,33190682.7,421726306.4,494340009.3,126613418.1,30,5188.014842,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,41153004.84,12265383.02,6300976.86,2970529.042,3030387.065
733.8309612,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,555862366.2,84.89989767,4.827471825,5.805674217,605439092.5,1414320254,0.05890411,103.2553535,0.068721461,100.75445,0.207534247,100.8004346,0.663926941,90.19599511,0.894985896,0.894985896,15546428.25,1554642.825,21370.92434,733.8309612,1740593.222,116598211.9,9457272.42,3676692.781,57983709.06,49827000,21350893.47,0,0.437532604,2.389151335,326363657.3,30652639.2,387844304.8,442286970.6,93362040.08,30,4776.744824,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,18420442.34,5490091.952,2820371.961,5274972.166,5381266.163
701.9264986,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,574326141,87.71997092,5.016039647,6.032554638,620801637.8,1373025647,0.05890411,105.9331374,0.068721461,101.0404582,0.207534247,102.4743356,0.663926941,91.67738059,0.917777627,0.917777627,14923464.23,1492346.423,20514.56864,701.9264986,1651237.156,111925981.7,9317240.09,6331651.126,62420755.1,49827000,21767586.22,0,0.434012505,2.411366888,332733103.6,31225889.37,396224728.4,474828382.4,138376627.1,30,4869.635512,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,23736381.45,7074472.717,3634300.602,2957299.513,3016890.953
691.5868446,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,580606050.9,88.67913589,4.685782947,5.635386919,624368033.6,1386371453,0.05890411,106.0970036,0.068721461,100.9009573,0.207534247,102.388808,0.663926941,91.69906091,0.921014532,0.921014532,14714379.93,1471437.993,20227.15136,691.5868446,1621472.034,110357849.5,11470745.12,6267070.648,58547784.4,49827000,20364454.58,0,0.441191438,2.366913809,311285234.3,29295581.13,370917125,448415742.7,136863017.9,30,4556.84422,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,21999178.35,6556710.733,3368315.735,3427607.195,3496675.63
693.4054049,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,600742166.5,91.75463489,5.497205207,6.611413025,633590955.4,1298151874,0.05890411,98.94891422,0.068721461,101.7430692,0.207534247,102.4780333,0.663926941,94.4235858,0.936630116,0.936630116,14751400.3,1475140.03,20278.04134,693.4054049,1545559.794,110635502.3,8776915.538,4311345.083,96107692.17,49827000,22798385.25,0,0.465113509,2.233775499,348489603,32643974.32,416570168.5,544311101,229852575.1,30,5099.425042,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,48911929.22,14577879.51,7488953.369,5942780.026,6062530.771
709.7949221,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,566364988.6,86.50402059,5.349873913,6.434036895,621748378,1374903176,0.05890411,105.7803153,0.068721461,100.7989165,0.207534247,102.3930007,0.663926941,91.6239938,0.917839564,0.917839564,15080269.99,1508026.999,20730.12129,709.7949221,1665986.635,113102024.9,11103300.52,6254652.303,83061627.47,49827000,22948506.6,0,0.435313557,2.403161198,350784315.2,32850498.41,417606756.2,499409812.2,143894029.4,30,5132.89065,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,33605032.34,10015759.35,5145299.402,3990335.914,4070743.686
721.0023707,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,564774562.1,86.26110605,5.101567655,6.135556791,627999191,1275079639,0.05890411,95.10870512,0.068721461,101.1437212,0.207534247,101.9258555,0.663926941,94.3348967,0.927587507,0.927587507,15300085.36,1530008.536,21032.28988,721.0023707,1575190.833,114750640.2,12802047.17,5609545.954,67977036.71,49827000,20196573.84,0,0.477796736,2.171279548,308719057.3,29064625.2,368926847.1,474893148.6,190160978.5,30,4519.419625,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,21818594.35,6502888.857,3340666.342,2246628.211,2291899.178
686.0713294,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,572521478.1,87.44433489,4.787089544,5.757205829,626248551.9,1362080883,0.05890411,105.1699606,0.068721461,100.8777358,0.207534247,102.7033865,0.663926941,93.20347536,0.92568988,0.92568988,14601465.76,1460146.576,20071.93411,686.0713294,1572436.416,109510993.2,8998041.378,5845303.699,71902610.42,49827000,20719700.96,0,0.46462065,2.236213623,316715429,29784298.65,377206490.3,451731588.7,131162888.9,30,4636.037056,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,24236426.16,7223507.762,3710862.938,3622446.466,3695441.034
704.5365416,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,557561427.7,85.15940461,4.814207253,5.789879203,632343485.3,1353077161,0.05890411,106.4784284,0.068721461,101.7854814,0.207534247,103.164554,0.663926941,93.16328973,0.935948469,0.935948469,14975701.75,1497570.175,20586.37682,704.5365416,1616924.765,112317763.1,7525108.247,5920089.854,43469754.3,49827000,19630722.02,0,0.451097999,2.309206547,300069608.1,28286174.77,357956808.8,442419876.7,150174891.8,30,4393.277846,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,10718866.55,3194687.832,1641176.152,4094443.305,4176948.905
725.2750715,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,531789842.5,81.22316953,5.414481076,6.511738603,581223658.7,1482042869,0.05890411,101.0846835,0.068721461,99.15591087,0.207534247,98.4925676,0.663926941,88.00488015,0.856132158,0.856132158,15382768.5,1538276.85,21145.95002,725.2750715,1793004.504,115370763.8,10470127.14,11159917.55,64891697.28,49827000,21785432.73,0,0.394698725,2.699875758,333005900.3,31250441.07,396526333.1,474584996,137350516.3,30,4873.613923,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,23399159.61,6973965.961,3582668.236,4795597.624,4892231.924
695.7038682,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,560225890.6,85.5663626,4.863293386,5.848795217,616685471.1,1408478820,0.05890411,105.685943,0.068721461,100.9375248,0.207534247,101.9383536,0.663926941,91.28909649,0.911763142,0.911763142,14798040.44,1479804.044,20342.1551,695.7038682,1649404.397,110985303.3,9047612.657,6689966.26,78623732.36,49827000,21229300.9,0,0.436282372,2.397014598,324505028.1,30485362.57,385968715.8,449066617.2,109594394.5,30,4749.638959,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,36490449.93,10875739.13,5587088.515,4319434.445,4406473.758
722.3466738,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,545072202.9,83.25185704,5.518975479,6.637528107,607285283.3,1400026273,0.05890411,104.5577456,0.068721461,100.3506283,0.207534247,100.8394242,0.663926941,89.62521558,0.896170146,0.896170146,15326167.14,1532616.714,21068.14313,722.3466738,1739590.287,114946253.6,9861294.449,7598616.328,71192668.84,49827000,21487078.63,0,0.416893491,2.52677671,328445344.8,30839991.08,392085434.6,495826375.5,185491430.4,30,4807.103724,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,28640665.7,8536162.452,4385200.365,6112240.379,6235405.856
715.4917743,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,567096016,86.61567441,5.744992093,6.909319171,614949342.3,1382277254,0.05890411,104.7969049,0.068721461,100.9835441,0.207534247,101.981557,0.663926941,91.46064951,0.908269698,0.908269698,15192529.67,1519252.967,20884.43877,715.4917743,1694511.22,113943972.6,11774471.63,6623077.758,93080673.2,49827000,23647949.13,0,0.433928483,2.411937818,361475793.9,33812731.49,431076934.5,536986240.4,188694884,30,5288.812965,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,30697998.39,9149336.959,4700200.588,4426656.641,4515856.549
740.3718962,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,551302732.3,84.20347985,4.936343109,5.936556006,605271111.7,1403206668,0.05890411,103.9925502,0.068721461,100.4925563,0.207534247,100.6814732,0.663926941,88.93600847,0.893325164,0.893325164,15669780.87,1566978.087,21540.49058,740.3718962,1772966.23,117523356.5,10635251.62,7258545.018,71706146.75,49827000,22200536.8,0,0.421584686,2.493705428,339351062.5,31821505.67,402828269.1,448551805.7,76723426.96,30,4966.150456,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,26055424.32,7765648.225,3989371.526,3783787.011,3860032.693
689.0597935,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,506136408.4,77.30498031,5.640574669,6.783595765,551358480.1,1478162559,0.05890411,98.94488575,0.068721461,97.62756985,0.207534247,94.67821141,0.663926941,86.38704921,0.80840745,0.80840745,14662764.06,1466276.406,20156.19771,689.0597935,1751152.002,109970730.5,11030557.81,10428315.73,78234351.13,49827000,22145769.89,0,0.36445777,2.989805782,338513911.2,31746162.05,402646873.6,470552470.2,118223319.5,30,4953.941615,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,26837867.37,7998850.242,4109172.148,4679880.544,4774183.072
699.3162049,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,551800413,84.27949335,4.505640548,5.418619904,620488677.2,1381610316,0.05890411,106.3027979,0.068721461,101.0244334,0.207534247,102.3760663,0.663926941,91.77291368,0.917898881,0.917898881,14871001.93,1487100.193,20442.45147,699.3162049,1652148.032,111532514.5,9459225.091,3990528.231,69912790.35,49827000,19880231.39,0,0.430541983,2.433678461,303883536.9,28629428.37,361149977.4,409784652.3,83080958.63,30,4448.899395,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,39415490.66,11747528.32,6034944.364,3467383.767,3537253.725
689.7403391,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,558774675.5,85.34471058,5.005006549,6.019269998,615495851.8,1390213978,0.05890411,105.7611253,0.068721461,100.6303256,0.207534247,102.0493628,0.663926941,91.15601189,0.90864327,0.90864327,14676684.15,1467668.415,20175.33293,689.7403391,1642871.891,110075131.1,8517263.016,7641314.588,69526003.5,49827000,21301431.58,0,0.427629736,2.45279809,325607597.1,30584593.78,387638409.4,460954958.6,128673870.7,30,4765.718598,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,28844174.95,8596817.049,4416359.866,3182170.76,3246293.497
703.3561394,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,573442422.5,87.58499576,4.587199462,5.516787662,630808334.6,1346228566,0.05890411,106.5656799,0.068721461,101.4003128,0.207534247,102.8506076,0.663926941,93.38782164,0.931971839,0.931971839,14952104.43,1495210.443,20553.93883,703.3561394,1619357.781,112140783.2,11955525.56,4033079.496,50200865.64,49827000,20107158.4,0,0.451416527,2.307363035,307352278.3,28941615.1,365926021.2,433565352.3,118528450.4,30,4499.486803,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,32447729.38,9670832.799,4968103.613,4359757.538,4447609.387
671.5232058,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,575518482.3,87.90208372,4.797781791,5.770191526,632651083.4,1281341765,0.05890411,93.5887306,0.068721461,99.8459846,0.207534247,102.3954299,0.663926941,95.30465606,0.936844372,0.936844372,14299123.88,1429912.388,19656.32032,671.5232058,1445415.895,107243429.1,10870042.17,7587351.034,48258635.3,49827000,19441268.66,0,0.495472545,2.091986042,297173678.1,28025541.08,355108937.2,455110539.4,179305083.9,30,4351.044202,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,20084302.25,5985994.48,3075127.181,4462671.755,4552597.39
747.9647624,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,530314055.4,80.9977645,5.17972943,6.229405446,575140750.5,1432012716,0.05890411,100.3746219,0.068721461,98.6957059,0.207534247,97.94728506,0.663926941,87.65532824,0.846781483,0.846781483,15810982.46,1581098.246,21734.59281,747.9647624,1846773.051,118582368.5,13066664.45,8670415.22,61709898.09,49827000,20868529.34,0,0.388558419,2.753227559,318990377,29989043.97,379828361,452748831.6,128103764.6,30,4669.214428,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,13567199.12,4043614.659,2077287.139,2114268.62,2156872.459
699.221882,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,547689334,83.65158579,5.081829058,6.111651517,619320729.8,1243060626,0.05890411,83.44442012,0.068721461,100.8238594,0.207534247,100.7742156,0.663926941,94.01259982,0.91596439,0.91596439,14869102.11,1486910.211,20439.83989,699.221882,1505931.026,111518265.9,13701163.19,5739846.43,71303982.12,49827000,21296514.75,0,0.48282434,2.147944355,325532439.8,30577829.63,387475594.3,458745124.4,124848078.6,30,4764.62252,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,33388380.93,9951187.818,5112127.692,5128743.974,5232091.382
701.7874642,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,547538281.9,83.62851477,5.353322947,6.438115037,619362793.1,1375241993,0.05890411,105.698881,0.068721461,100.8192679,0.207534247,102.3101389,0.663926941,91.04549462,0.914364416,0.914364416,14920675.41,1492067.541,20510.735,701.7874642,1652166.458,111905065.6,10131109.32,5257073.635,87080818.3,49827000,22949917.49,0,0.435212803,2.403820197,350805881.6,32852439.39,417060918,483120046.6,114453843,30,5133.20517,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,41533485.35,12378782.74,6359232.604,4250999.607,4336659.915
736.3644577,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,545406302.7,83.30288593,5.005642485,6.019867363,613253617.5,1381774998,0.05890411,105.1596754,0.068721461,100.3106695,0.207534247,101.2964589,0.663926941,90.83139847,0.904719888,0.904719888,15594390.79,1559439.079,21436.85588,736.3644577,1747666.909,116957930.9,10957191.44,6487428.53,83431148.48,49827000,22589459.24,0,0.423194304,2.482641385,345296019.8,32356551.83,409636886.3,449984035.7,66516900.78,30,5052.850484,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,29254117.36,8718997.692,4479126.549,5757431.745,5873447.606
716.9029301,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,582527655,88.97263298,3.9226952,4.717614279,630908403,1353918555,0.05890411,107.1284534,0.068721461,101.9506789,0.207534247,103.0609745,0.663926941,93.60994166,0.934152163,0.934152163,15220170.12,1522017.012,20922.43463,716.9029301,1639016.479,114151275.9,9066654.449,5215185.942,34148899.1,49827000,17553695.67,0,0.45748248,2.273920473,268320776.6,25428779.94,319560031.3,376632885.9,99775980.27,30,3930.259452,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,12366028.55,3685613.656,1893374.738,3727350.451,3802458.9
688.4639003,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,578425894,88.34614861,4.781270718,5.750255829,619469906.5,1309334063,0.05890411,100.6917365,0.068721461,100.7346993,0.207534247,101.8453401,0.663926941,91.54531124,0.912674323,0.912674323,14650563.58,1465056.358,20139.42633,688.4639003,1605412.632,109879226.8,9883486.969,4884474.878,57249000.83,49827000,20362061.07,0,0.439941876,2.374597594,311248647.8,29292288.35,371135322.5,455835544.4,150330268,30,4556.31065,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,27410323.16,8169466.933,4196821.414,4757308.792,4853171.548
701.3412852,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,552527552.2,84.39055329,5.226894285,6.286243261,625913980,1329500404,0.05890411,101.8662748,0.068721461,101.4041336,0.207534247,102.273876,0.663926941,92.81958072,0.923893834,0.923893834,14911721.53,1491172.153,20498.42658,701.3412852,1597206.263,111837911.5,9267701.668,8497144.532,60310153.22,49827000,20694739.19,0,0.459397797,2.263740038,316333870.5,29749958.39,377622732.7,476008580.9,175790029.5,30,4630.472487,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,20909507.36,6231941.446,3201475.142,5496298.795,5607052.662
699.937576,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,569393082,86.96651785,5.439824452,6.542376057,620855513.1,1314665213,0.05890411,101.8501612,0.068721461,101.3474147,0.207534247,101.8041463,0.663926941,91.84979491,0.917998078,0.917998078,14883510.25,1488351.025,20459.646,699.937576,1623602.39,111626326.9,12511671.79,5690994.964,73032525.78,49827000,21668767.83,0,0.441436097,2.365577487,331222594,31089943.51,395757253.9,510521688.7,206032735.4,30,4847.606552,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,32695267.82,9744610.005,5006004.465,4957359.845,5057253.755
707.6302016,83.045,2.2,110.71,650,4.342,0.375,0.399,0.403,11.381,31.009,23.255,23.255,543776284,83.05392427,4.590386268,5.52055477,614069015.4,1353312381,0.05890411,101.7051021,0.068721461,100.8352536,0.207534247,101.5338923,0.663926941,91.33438457,0.906797385,0.906797385,15037331.83,1503733.183,20671.09647,707.6302016,1650595.526,112779988.7,7458166.593,6913334.215,60312849.78,49827000,19777048.49,0,0.44686584,2.333486485,302306312.6,28487478.18,359414223.5,411421156.2,89427400.77,30,4425.897483,110.71,184754.5715,120020.1021,64685.74866,5958.095118,5327.313447,2736.74933,0.831297706,0.815017542,0.70000903,27324372.67,8143849.953,4183661.451,4685350.982,4779763.743
