type,power,tht,az,zen,sunid,eta1,eta2,eta3,a1,a2,a3
0,333,172,283.709,80.6307,13,0.3267,0.2256,0.4424,169508,243034,121347
0,333,172,98.8891,59.5785,14,0.686,0.7121,0.4148,147440,138128,248320
0,333,172,124.6163,36.7119,15,0.7118,0.6848,0.5209,157625,160487,215777
0,333,172,180.000005,24.546,16,0.725,0.6166,0.6106,159468,186434,187986
0,333,172,235.3146,36.7534,17,0.7164,0.5266,0.6731,157237,213497,163154
0,333,172,260.9989,59.6425,18,0.6958,0.4155,0.7117,146858,247156,139874
0,333,172,104.9787,63.4725,19,0.6983,0.7024,0.399,142202,137207,254480
0,333,172,131.4383,41.7413,20,0.7227,0.6783,0.5095,153794,160729,219366
0,333,172,180.000005,31.1691,21,0.7356,0.6077,0.6022,156122,188229,189538
0,333,172,228.4937,41.7875,22,0.7282,0.5151,0.6674,153309,216989,163591
0,333,172,254.9035,63.5441,23,0.7077,0.3978,0.7033,141523,253558,138807
0,333,172,110.3156,67.3367,24,0.6769,0.6767,0.3786,140359,136188,257341
0,333,172,136.6854,46.7518,25,0.7308,0.6702,0.4985,150399,161020,222470
0,333,172,179.96573,37.3717,26,0.7434,0.5981,0.5919,153066,189684,191139
0,333,172,223.2577,46.8026,27,0.7377,0.5049,0.6597,149962,219948,163979
0,333,172,249.5732,67.415,28,0.6864,0.3762,0.6808,139632,256856,137401
0,333,172,115.8588,71.7842,29,0.627,0.6305,0.352,140699,135752,257438
0,333,172,141.5371,52.5042,30,0.7378,0.657,0.4856,146810,161457,225622
0,333,172,179.97203,44.2045,31,0.7496,0.5862,0.5789,149914,191139,192836
0,333,172,218.4204,52.5555,32,0.7449,0.492,0.647,146519,222858,164512
0,333,172,244.0448,71.8635,33,0.6363,0.3497,0.6339,140311,256808,136770
0,333,172,121.0339,76.3037,34,0.5418,0.543,0.3164,143512,138856,251521
0,333,172,145.6153,58.3232,35,0.7404,0.6426,0.4722,143609,162087,228193
0,333,172,180.000005,50.9155,36,0.7522,0.5711,0.5649,147052,192642,194194
0,333,172,214.3497,58.3627,37,0.7478,0.4777,0.6327,143415,225283,165191
0,333,172,238.8858,76.3673,38,0.5478,0.3159,0.548,143997,250066,139826
0,333,172,126.541,81.4167,39,0.3157,0.3513,0.247,168732,145209,219948
0,333,172,149.5643,64.8729,40,0.731,0.6151,0.4508,140456,163057,230375
0,333,172,180.000005,58.3033,41,0.7501,0.5524,0.5481,144045,194291,195552
0,333,172,210.4317,64.8717,42,0.739,0.4545,0.6112,140262,227368,166258
0,333,172,233.4556,81.4148,43,0.3213,0.2476,0.3662,169799,219948,144142
0,333,143,70.425,76.8492,0,0.4574,0.5921,0.2933,163397,124015,260397
0,333,143,85.3915,52.8545,1,0.6317,0.7092,0.4367,163882,142542,241385
0,333,143,105.5788,28.4391,2,0.655,0.678,0.5284,171642,163203,212964
0,333,143,180.000005,11.4294,3,0.6683,0.6158,0.6093,172563,186725,188520
0,333,143,254.415,28.4343,4,0.6595,0.5322,0.6689,170963,211412,165434
0,333,143,274.6048,52.8492,5,0.6422,0.4354,0.7046,162233,241482,144094
0,333,143,289.571,76.8447,6,0.4763,0.2776,0.6008,156898,268933,121978
0,333,143,76.173,80.5559,7,0.3723,0.4735,0.2305,159953,123190,264665
0,333,143,92.6509,56.1569,8,0.6536,0.7056,0.4169,156219,141378,250212
0,333,143,116.5394,32.3797,9,0.6707,0.6762,0.5171,166889,163348,217571
0,333,143,180.000005,18.2432,10,0.6828,0.6088,0.6032,168441,188859,190508
0,333,143,243.393,32.407,11,0.6763,0.5204,0.6663,166016,216019,165773
0,333,143,267.2524,56.2034,12,0.6627,0.4139,0.7017,154812,250260,142736
0,333,143,283.709,80.6307,13,0.3714,0.2172,0.4847,161311,268933,117564
0,333,143,98.8891,59.5785,14,0.6697,0.6989,0.3993,149865,140020,257923
0,333,143,124.6163,36.7119,15,0.6846,0.6726,0.5057,162524,163494,221791
0,333,143,180.000005,24.546,16,0.6947,0.602,0.5968,164803,190799,192206
0,333,143,235.3146,36.7534,17,0.6905,0.5088,0.6622,161699,219996,166113
0,333,143,260.9989,59.6425,18,0.6821,0.3934,0.6977,147731,259136,140941
0,333,143,104.9787,63.4725,19,0.6846,0.6907,0.379,142881,138225,266702
0,333,143,131.4383,41.7413,20,0.6978,0.6658,0.494,158207,163736,225865
0,333,143,180.000005,31.1691,21,0.7059,0.5938,0.5886,161166,192594,194049
0,333,143,228.4937,41.7875,22,0.7037,0.4983,0.6579,157431,223925,166452
0,333,143,254.9035,63.5441,23,0.6908,0.3687,0.6971,141669,268933,137207
0,333,143,110.3156,67.3367,24,0.677,0.6711,0.3561,138565,136140,273104
0,333,143,136.6854,46.7518,25,0.7078,0.6604,0.4839,154376,163979,229454
0,333,143,179.96573,37.3717,26,0.7134,0.5849,0.5792,157916,194243,195649
0,333,143,223.2577,46.8026,27,0.7147,0.4878,0.6508,153648,227368,166792
0,333,143,249.5732,67.415,28,0.6655,0.3511,0.6818,145549,268933,133327
0,333,143,115.8588,71.7842,29,0.6437,0.6342,0.3292,137498,134200,276111
0,333,143,141.5371,52.5042,30,0.7167,0.6466,0.4715,150350,164367,233091
0,333,143,179.97203,44.2045,31,0.7213,0.5733,0.5672,154376,195940,197492
0,333,143,218.4204,52.5555,32,0.7236,0.4759,0.6412,149720,230812,167277
0,333,143,244.0448,71.8635,33,0.6151,0.3274,0.6471,148168,268933,130708
0,333,143,121.0339,76.3037,34,0.5666,0.5685,0.3044,140650,136237,270921
0,333,143,145.6153,58.3232,35,0.7209,0.6369,0.4575,146713,164803,236292
0,333,143,180.000005,50.9155,36,0.7267,0.5586,0.5551,151078,197783,198947
0,333,143,214.3497,58.3627,37,0.7293,0.4613,0.6259,146179,233819,167810
0,333,143,238.8858,76.3673,38,0.5504,0.2991,0.5775,145500,268933,133375
0,333,143,126.541,81.4167,39,0.3731,0.4068,0.2519,160050,142493,245265
0,333,143,149.5643,64.8729,40,0.7177,0.609,0.438,142639,166016,239154
0,333,143,180.000005,58.3033,41,0.7292,0.5387,0.5388,147392,199869,200548
0,333,143,210.4317,64.8717,42,0.7259,0.4398,0.6091,142348,236680,168780
0,333,143,233.4556,81.4148,43,0.3805,0.2526,0.4164,160341,244683,142784
1,333,130,70.425,76.8492,0,0.3926,0.5338,0.2971,182701,131889,243198
1,333,130,85.3915,52.8545,1,0.5169,0.6174,0.4283,182764,152562,222464
1,333,130,105.5788,28.4391,2,0.5689,0.6173,0.5175,183974,170379,203436
1,333,130,180.000005,11.4294,3,0.5858,0.5798,0.581,184998,186054,186737
1,333,130,254.415,28.4343,4,0.5678,0.5144,0.6192,185371,201915,170503
1,333,130,274.6048,52.8492,5,0.5211,0.4207,0.6266,182298,223053,152437
1,333,130,289.571,76.8447,6,0.4012,0.293,0.5539,181801,243292,132696
1,333,130,76.173,80.5559,7,0.3497,0.4586,0.2612,180280,134527,242981
1,333,130,92.6509,56.1569,8,0.5309,0.6241,0.4276,180063,152406,225319
1,333,130,116.5394,32.3797,9,0.5776,0.6216,0.5219,183881,170503,203405
1,333,130,180.000005,18.2432,10,0.5966,0.588,0.5902,184316,186581,186892
1,333,130,243.393,32.407,11,0.581,0.5247,0.6285,184409,202629,170751
1,333,130,267.2524,56.2034,12,0.5347,0.4251,0.6311,180901,223581,153307
1,333,130,283.709,80.6307,13,0.3533,0.258,0.4749,181491,242112,134186
1,333,130,98.8891,59.5785,14,0.5481,0.6365,0.432,178573,152406,226809
1,333,130,124.6163,36.7119,15,0.5944,0.6285,0.5268,183167,170565,204057
1,333,130,180.000005,24.546,16,0.608,0.5939,0.5965,183633,187078,187078
1,333,130,235.3146,36.7534,17,0.5947,0.5275,0.628,182453,204243,171092
1,333,130,260.9989,59.6425,18,0.5501,0.4236,0.6383,178232,226561,152996
1,333,130,104.9787,63.4725,19,0.558,0.6426,0.4351,177673,152406,227709
1,333,130,131.4383,41.7413,20,0.598,0.6415,0.5379,181956,171248,204585
1,333,130,180.000005,31.1691,21,0.6188,0.606,0.604,182764,186830,188196
1,333,130,228.4937,41.7875,22,0.6003,0.529,0.6366,182453,203312,172024
1,333,130,254.9035,63.5441,23,0.5571,0.4315,0.6469,178201,226344,153244
1,333,130,110.3156,67.3367,24,0.561,0.6365,0.4301,176307,153089,228392
1,333,130,136.6854,46.7518,25,0.6102,0.6408,0.5406,181925,170658,205205
1,333,130,179.96573,37.3717,26,0.6272,0.6082,0.5995,182050,187420,188320
1,333,130,223.2577,46.8026,27,0.6127,0.5283,0.6384,180839,204398,172551
1,333,130,249.5732,67.415,28,0.5617,0.4298,0.647,177083,226530,154176
1,333,130,115.8588,71.7842,29,0.5372,0.6146,0.4287,178232,153741,225816
1,333,130,141.5371,52.5042,30,0.6101,0.6416,0.5437,180467,171589,205733
1,333,130,179.97203,44.2045,31,0.6309,0.6145,0.6002,182236,186892,188661
1,333,130,218.4204,52.5555,32,0.6198,0.5402,0.6404,180063,204895,172831
1,333,130,244.0448,71.8635,33,0.5513,0.4231,0.6332,176990,225940,154859
1,333,130,121.0339,76.3037,34,0.5109,0.5703,0.4105,178076,156473,223240
1,333,130,145.6153,58.3232,35,0.6116,0.6428,0.5353,180342,172800,204647
1,333,130,180.000005,50.9155,36,0.6279,0.6011,0.6048,181615,187947,188227
1,333,130,214.3497,58.3627,37,0.621,0.532,0.6393,180404,204181,173203
1,333,130,238.8858,76.3673,38,0.5172,0.4041,0.581,177580,222619,157590
1,333,130,126.541,81.4167,39,0.4065,0.4337,0.3406,180094,163922,213772
1,333,130,149.5643,64.8729,40,0.6198,0.6357,0.547,180032,173141,204616
1,333,130,180.000005,58.3033,41,0.6386,0.6114,0.6135,180560,188071,189158
1,333,130,210.4317,64.8717,42,0.6123,0.5436,0.6386,180498,203716,173576
1,333,130,233.4556,81.4148,43,0.4065,0.3369,0.4513,181988,212065,163736
1,333,190,70.425,76.8492,0,0.3971,0.491,0.3393,165847,131051,195148
1,333,190,85.3915,52.8545,1,0.5877,0.6809,0.5122,164450,139990,187606
1,333,190,105.5788,28.4391,2,0.6425,0.6992,0.611,166281,151817,173948
1,333,190,180.000005,11.4294,3,0.6619,0.6708,0.6748,166561,162898,162588
1,333,190,254.415,28.4343,4,0.6393,0.6082,0.6952,166312,173172,152562
1,333,190,274.6048,52.8492,5,0.5849,0.5083,0.683,165226,186488,140332
1,333,190,289.571,76.8447,6,0.4012,0.3406,0.4997,166592,193317,132137
1,333,190,76.173,80.5559,7,0.3167,0.3744,0.2829,167026,137693,187326
1,333,190,92.6509,56.1569,8,0.5937,0.6909,0.5128,163581,139183,189282
1,333,190,116.5394,32.3797,9,0.6541,0.7091,0.6168,165567,151848,174631
1,333,190,180.000005,18.2432,10,0.6759,0.6821,0.6812,165785,162774,163488
1,333,190,243.393,32.407,11,0.6518,0.6163,0.7053,165878,173483,152686
1,333,190,267.2524,56.2034,12,0.5902,0.5092,0.6925,164171,187885,139990
1,333,190,283.709,80.6307,13,0.3183,0.2803,0.3852,167771,187078,137197
1,333,190,98.8891,59.5785,14,0.599,0.6982,0.5141,163643,138656,189748
1,333,190,124.6163,36.7119,15,0.6571,0.718,0.625,166312,151506,174228
1,333,190,180.000005,24.546,16,0.6822,0.6896,0.6881,165847,162712,163488
1,333,190,235.3146,36.7534,17,0.6599,0.619,0.7151,165598,174259,152189
1,333,190,260.9989,59.6425,18,0.6016,0.5108,0.7009,163301,188847,139897
1,333,190,104.9787,63.4725,19,0.6075,0.7031,0.5145,162588,138500,190958
1,333,190,131.4383,41.7413,20,0.6726,0.7208,0.6275,165102,152220,174724
1,333,190,180.000005,31.1691,21,0.6905,0.694,0.6948,165847,162898,163301
1,333,190,228.4937,41.7875,22,0.6647,0.6254,0.7222,165381,174259,152406
1,333,190,254.9035,63.5441,23,0.6045,0.5118,0.7112,163457,189499,139090
1,333,190,110.3156,67.3367,24,0.6003,0.6862,0.5047,161470,139214,191362
1,333,190,136.6854,46.7518,25,0.6751,0.7251,0.6291,164698,152003,175345
1,333,190,179.96573,37.3717,26,0.6972,0.6991,0.6976,165288,162991,163767
1,333,190,223.2577,46.8026,27,0.6724,0.627,0.7257,165102,174476,152468
1,333,190,249.5732,67.415,28,0.5968,0.5028,0.6988,163208,189530,139308
1,333,190,115.8588,71.7842,29,0.5692,0.6455,0.4823,162401,140580,189065
1,333,190,141.5371,52.5042,30,0.6798,0.7241,0.6302,163829,152375,175842
1,333,190,179.97203,44.2045,31,0.694,0.7007,0.7,165381,162960,163705
1,333,190,218.4204,52.5555,32,0.6762,0.6282,0.7282,164822,174786,152437
1,333,190,244.0448,71.8635,33,0.5684,0.4788,0.6557,163084,188102,140860
1,333,190,121.0339,76.3037,34,0.5079,0.565,0.4381,162681,143374,185992
1,333,190,145.6153,58.3232,35,0.6796,0.723,0.631,164046,152189,175811
1,333,190,180.000005,50.9155,36,0.7004,0.7005,0.6982,165102,162836,164108
1,333,190,214.3497,58.3627,37,0.6795,0.6275,0.7266,164171,174879,152996
1,333,190,238.8858,76.3673,38,0.5089,0.4335,0.5719,162774,185185,144088
1,333,190,126.541,81.4167,39,0.3425,0.3554,0.3217,165288,153803,172955
1,333,190,149.5643,64.8729,40,0.6677,0.7063,0.6232,164326,152779,174941
1,333,190,180.000005,58.3033,41,0.692,0.6938,0.6982,164947,163301,163798
1,333,190,210.4317,64.8717,42,0.6676,0.6182,0.7128,164419,174259,153369
1,333,190,233.4556,81.4148,43,0.3408,0.316,0.3688,166809,172551,152686
1,333,161,70.425,76.8492,0,0.4008,0.5183,0.3244,171775,130120,213804
1,333,161,85.3915,52.8545,1,0.5579,0.6564,0.4808,170968,144181,200549
1,333,161,105.5788,28.4391,2,0.6217,0.6721,0.5733,171993,158056,185650
1,333,161,180.000005,11.4294,3,0.6314,0.6419,0.6382,173483,170503,171713
1,333,161,254.415,28.4343,4,0.6156,0.5707,0.6704,172396,184781,158521
1,333,161,274.6048,52.8492,5,0.5579,0.4743,0.6583,170968,200053,144677
1,333,161,289.571,76.8447,6,0.403,0.3226,0.5315,172241,212872,130585
1,333,161,76.173,80.5559,7,0.3332,0.4167,0.2777,172334,134838,208527
1,333,161,92.6509,56.1569,8,0.5753,0.672,0.4809,169416,143808,202474
1,333,161,116.5394,32.3797,9,0.6261,0.6787,0.5844,171868,158676,185154
1,333,161,180.000005,18.2432,10,0.6425,0.6514,0.6493,173265,170689,171744
1,333,161,243.393,32.407,11,0.625,0.5808,0.6766,172489,184284,158925
1,333,161,267.2524,56.2034,12,0.5743,0.4748,0.6837,169944,202101,143653
1,333,161,283.709,80.6307,13,0.3356,0.2752,0.4302,173110,207875,134714
1,333,161,98.8891,59.5785,14,0.581,0.6731,0.4815,168423,143312,203964
1,333,161,124.6163,36.7119,15,0.6336,0.6864,0.5885,171744,158490,185464
1,333,161,180.000005,24.546,16,0.6557,0.6578,0.6559,172210,171155,172334
1,333,161,235.3146,36.7534,17,0.6352,0.5859,0.6847,172086,185092,158521
1,333,161,260.9989,59.6425,18,0.5764,0.478,0.683,169168,202815,143715
1,333,161,104.9787,63.4725,19,0.5869,0.6853,0.4862,168144,143312,204243
1,333,161,131.4383,41.7413,20,0.6496,0.695,0.5937,170844,158490,186364
1,333,161,180.000005,31.1691,21,0.6649,0.6626,0.6633,171868,171682,172148
1,333,161,228.4937,41.7875,22,0.6399,0.5881,0.6977,171279,185464,158956
1,333,161,254.9035,63.5441,23,0.5879,0.4764,0.6922,168082,203809,143808
1,333,161,110.3156,67.3367,24,0.5852,0.6754,0.4773,167430,143219,205050
1,333,161,136.6854,46.7518,25,0.6532,0.6947,0.5935,171124,158428,186147
1,333,161,179.96573,37.3717,26,0.6692,0.664,0.6625,170627,171993,173079
1,333,161,223.2577,46.8026,27,0.6478,0.5939,0.6935,170285,185712,159701
1,333,161,249.5732,67.415,28,0.5837,0.4723,0.685,168113,203498,144088
1,333,161,115.8588,71.7842,29,0.5636,0.6402,0.4618,167337,145143,203219
1,333,161,141.5371,52.5042,30,0.6571,0.6896,0.5966,169572,159701,186426
1,333,161,179.97203,44.2045,31,0.6709,0.6702,0.6613,170565,171806,173327
1,333,161,218.4204,52.5555,32,0.6543,0.5974,0.7029,170223,185402,160073
1,333,161,244.0448,71.8635,33,0.5631,0.4546,0.6558,168454,202350,144895
1,333,161,121.0339,76.3037,34,0.5167,0.5763,0.4312,167988,147875,199836
1,333,161,145.6153,58.3232,35,0.664,0.7005,0.5951,169137,159049,187513
1,333,161,180.000005,50.9155,36,0.6796,0.6646,0.6664,170472,172334,172893
1,333,161,214.3497,58.3627,37,0.6627,0.5946,0.6933,169447,186023,160228
1,333,161,238.8858,76.3673,38,0.5226,0.4212,0.5873,166902,200208,148588
1,333,161,126.541,81.4167,39,0.378,0.3963,0.3365,170161,157528,188009
1,333,161,149.5643,64.8729,40,0.6497,0.6773,0.5933,170130,159452,186116
1,333,161,180.000005,58.3033,41,0.6807,0.6627,0.6688,170161,172334,173203
1,333,161,210.4317,64.8717,42,0.6538,0.5872,0.6969,169509,185619,160570
1,333,161,233.4556,81.4148,43,0.381,0.3319,0.4063,169758,188071,157869
0,66.8,57,70.425,76.8492,0,0.5024,0.6761,0.3211,30528,22372,48616
0,66.8,57,85.3915,52.8545,1,0.6435,0.7781,0.477,32173,25926,43417
0,66.8,57,105.5788,28.4391,2,0.6759,0.7417,0.5748,33182,29659,38676
0,66.8,57,180.000005,11.4294,3,0.6936,0.6671,0.664,33166,34051,34299
0,66.8,57,254.415,28.4343,4,0.6769,0.5764,0.7361,33151,38389,29977
0,66.8,57,274.6048,52.8492,5,0.6526,0.4717,0.7754,31746,43541,26229
0,66.8,57,289.571,76.8447,6,0.522,0.3079,0.6929,29604,49835,22077
0,66.8,57,76.173,80.5559,7,0.4415,0.5682,0.2475,28246,21705,51565
0,66.8,57,92.6509,56.1569,8,0.6659,0.7763,0.4577,30668,25763,45086
0,66.8,57,116.5394,32.3797,9,0.6932,0.7411,0.5632,32297,29713,39506
0,66.8,57,180.000005,18.2432,10,0.7105,0.6614,0.6585,32398,34447,34672
0,66.8,57,243.393,32.407,11,0.6951,0.5644,0.7351,32258,39211,30047
0,66.8,57,267.2524,56.2034,12,0.6778,0.4521,0.7753,30280,45171,26066
0,66.8,57,283.709,80.6307,13,0.4518,0.2336,0.5782,28130,52411,20975
0,66.8,57,98.8891,59.5785,14,0.6861,0.7718,0.4409,29426,25608,46482
0,66.8,57,124.6163,36.7119,15,0.708,0.7396,0.5527,31529,29736,40251
0,66.8,57,180.000005,24.546,16,0.7246,0.6553,0.6526,31723,34796,34998
0,66.8,57,235.3146,36.7534,17,0.7107,0.5544,0.7324,31467,39941,30109
0,66.8,57,260.9989,59.6425,18,0.6996,0.4357,0.7741,29061,46560,25895
0,66.8,57,104.9787,63.4725,19,0.7046,0.7653,0.4233,28177,25445,47895
0,66.8,57,131.4383,41.7413,20,0.7219,0.7361,0.5418,30761,29767,40988
0,66.8,57,180.000005,31.1691,21,0.738,0.6477,0.6452,31056,35137,35324
0,66.8,57,228.4937,41.7875,22,0.7258,0.5436,0.7288,30691,40655,30171
0,66.8,57,254.9035,63.5441,23,0.7182,0.4184,0.7703,27897,47926,25693
0,66.8,57,110.3156,67.3367,24,0.7083,0.7495,0.4005,27098,25142,49276
0,66.8,57,136.6854,46.7518,25,0.7334,0.7301,0.5317,30070,29798,41648
0,66.8,57,179.96573,37.3717,26,0.7477,0.6393,0.6364,30419,35440,35657
0,66.8,57,223.2577,46.8026,27,0.7368,0.5335,0.724,30008,41291,30217
0,66.8,57,249.5732,67.415,28,0.7215,0.3947,0.7582,26850,49361,25305
0,66.8,57,115.8588,71.7842,29,0.693,0.7139,0.3733,26237,24995,50285
0,66.8,57,141.5371,52.5042,30,0.7427,0.7214,0.5197,29372,29837,42308
0,66.8,57,179.97203,44.2045,31,0.7612,0.6283,0.6251,29767,35758,35991
0,66.8,57,218.4204,52.5555,32,0.7478,0.5219,0.7163,29286,41943,30287
0,66.8,57,244.0448,71.8635,33,0.7027,0.3678,0.7258,26128,50362,25026
0,66.8,57,121.0339,76.3037,34,0.6356,0.6459,0.3425,26159,25267,50091
0,66.8,57,145.6153,58.3232,35,0.7492,0.71,0.5071,28689,29907,42921
0,66.8,57,180.000005,50.9155,36,0.7658,0.6154,0.6128,29154,36061,36301
0,66.8,57,214.3497,58.3627,37,0.7559,0.5084,0.707,28619,42540,30357
0,66.8,57,238.8858,76.3673,38,0.6406,0.3382,0.6609,26244,50114,25158
0,66.8,57,126.541,81.4167,39,0.4715,0.4705,0.2791,27253,26795,47468
0,66.8,57,149.5643,64.8729,40,0.7525,0.6851,0.4873,27796,30109,43611
0,66.8,57,180.000005,58.3033,41,0.77,0.597,0.5983,28526,36387,36604
0,66.8,57,210.4317,64.8717,42,0.7596,0.488,0.6874,27750,43215,30551
0,66.8,57,233.4556,81.4148,43,0.4745,0.2779,0.4897,27610,47491,26415
0,66.8,85,70.425,76.8492,0,0.4458,0.6018,0.3211,31195,22527,43262
0,66.8,85,85.3915,52.8545,1,0.7006,0.7965,0.4958,29806,25360,41819
0,66.8,85,105.5788,28.4391,2,0.748,0.7662,0.5973,30543,28890,37551
0,66.8,85,180.000005,11.4294,3,0.7669,0.6955,0.6889,30660,32996,33329
0,66.8,85,254.415,28.4343,4,0.751,0.6034,0.7575,30497,37155,29333
0,66.8,85,274.6048,52.8492,5,0.7084,0.4998,0.7931,29721,41469,25794
0,66.8,85,289.571,76.8447,6,0.4567,0.3194,0.6216,31063,43526,22395
0,66.8,85,76.173,80.5559,7,0.3104,0.4465,0.2459,32926,22364,41694
0,66.8,85,92.6509,56.1569,8,0.719,0.7931,0.4777,28696,25166,43122
0,66.8,85,116.5394,32.3797,9,0.764,0.7638,0.5843,29822,28898,38265
0,66.8,85,180.000005,18.2432,10,0.7813,0.6888,0.6827,30054,33306,33624
0,66.8,85,243.393,32.407,11,0.7663,0.591,0.7549,29822,37807,29356
0,66.8,85,267.2524,56.2034,12,0.7283,0.4812,0.792,28681,42680,25624
0,66.8,85,283.709,80.6307,13,0.3127,0.2447,0.4685,33376,41834,21775
0,66.8,85,98.8891,59.5785,14,0.733,0.7872,0.4632,27827,25018,44139
0,66.8,85,124.6163,36.7119,15,0.7764,0.7603,0.5733,29201,28906,38878
0,66.8,85,180.000005,24.546,16,0.7931,0.6811,0.676,29504,33593,33888
0,66.8,85,235.3146,36.7534,17,0.7783,0.5805,0.7506,29209,38381,29395
0,66.8,85,260.9989,59.6425,18,0.7443,0.4664,0.7888,27781,43697,25507
0,66.8,85,104.9787,63.4725,19,0.7451,0.7784,0.4489,27020,24910,45055
0,66.8,85,131.4383,41.7413,20,0.7862,0.7552,0.5623,28611,28922,39452
0,66.8,85,180.000005,31.1691,21,0.8037,0.6715,0.6673,28953,33896,34136
0,66.8,85,228.4937,41.7875,22,0.7886,0.5706,0.7445,28642,38909,29434
0,66.8,85,254.9035,63.5441,23,0.7562,0.4519,0.7802,26997,44535,25453
0,66.8,85,110.3156,67.3367,24,0.7112,0.7502,0.4274,27013,24646,45326
0,66.8,85,136.6854,46.7518,25,0.793,0.7465,0.5522,28107,28937,39941
0,66.8,85,179.96573,37.3717,26,0.8111,0.6613,0.6582,28464,34167,34354
0,66.8,85,223.2577,46.8026,27,0.7961,0.5603,0.7361,28138,39359,29488
0,66.8,85,249.5732,67.415,28,0.7242,0.4292,0.7583,26950,44946,25088
0,66.8,85,115.8588,71.7842,29,0.6437,0.6923,0.3979,27478,24591,44915
0,66.8,85,141.5371,52.5042,30,0.7965,0.7358,0.5397,27579,28976,40430
0,66.8,85,179.97203,44.2045,31,0.8172,0.6487,0.6455,27959,34408,34617
0,66.8,85,218.4204,52.5555,32,0.8015,0.5485,0.7263,27626,39793,29566
0,66.8,85,244.0448,71.8635,33,0.6551,0.3985,0.7039,27455,44604,24925
0,66.8,85,121.0339,76.3037,34,0.5461,0.5844,0.3522,27967,25197,43821
0,66.8,85,145.6153,58.3232,35,0.7977,0.7198,0.5271,27090,29046,40849
0,66.8,85,180.000005,50.9155,36,0.8183,0.6343,0.6313,27486,34633,34866
0,66.8,85,214.3497,58.3627,37,0.8009,0.5353,0.714,27168,40158,29659
0,66.8,85,238.8858,76.3673,38,0.551,0.3522,0.5987,28146,43487,25352
0,66.8,85,126.541,81.4167,39,0.2804,0.3636,0.2711,34625,25887,36472
0,66.8,85,149.5643,64.8729,40,0.7814,0.6851,0.5062,26702,29232,41050
0,66.8,85,180.000005,58.3033,41,0.8151,0.6172,0.6136,27005,34842,35137
0,66.8,85,210.4317,64.8717,42,0.7867,0.5136,0.6865,26733,40399,29853
0,66.8,85,233.4556,81.4148,43,0.2847,0.2662,0.3913,35067,36914,25003
0,66.8,71,70.425,76.8492,0,0.4619,0.6467,0.3393,32165,22760,44581
0,66.8,71,85.3915,52.8545,1,0.6862,0.7888,0.4954,30567,26128,42812
0,66.8,71,105.5788,28.4391,2,0.7326,0.7524,0.5863,31032,29767,38707
0,66.8,71,180.000005,11.4294,3,0.7487,0.6791,0.6757,31102,34082,34322
0,66.8,71,254.415,28.4343,4,0.7332,0.5889,0.7461,31017,38404,30086
0,66.8,71,274.6048,52.8492,5,0.69,0.4946,0.7865,30520,42571,26415
0,66.8,71,289.571,76.8447,6,0.4725,0.3329,0.6635,31863,45024,22620
0,66.8,71,76.173,80.5559,7,0.3473,0.5202,0.2634,33011,21891,44604
0,66.8,71,92.6509,56.1569,8,0.7048,0.7847,0.4756,29364,25934,44209
0,66.8,71,116.5394,32.3797,9,0.7497,0.7488,0.5721,30171,29798,39537
0,66.8,71,180.000005,18.2432,10,0.7648,0.6709,0.6672,30357,34454,34695
0,66.8,71,243.393,32.407,11,0.7499,0.575,0.7421,30179,39188,30140
0,66.8,71,267.2524,56.2034,12,0.7128,0.4742,0.7845,29263,43991,26252
0,66.8,71,283.709,80.6307,13,0.3526,0.2555,0.5371,32871,45218,21418
0,66.8,71,98.8891,59.5785,14,0.7212,0.7775,0.4579,28293,25786,45427
0,66.8,71,124.6163,36.7119,15,0.7639,0.7442,0.5596,29426,29822,40259
0,66.8,71,180.000005,24.546,16,0.7783,0.6622,0.6591,29698,34796,35013
0,66.8,71,235.3146,36.7534,17,0.764,0.5631,0.7362,29449,39855,30202
0,66.8,71,260.9989,59.6425,18,0.7314,0.4567,0.7796,28192,45194,26120
0,66.8,71,104.9787,63.4725,19,0.7361,0.7671,0.4418,27269,25662,46576
0,66.8,71,131.4383,41.7413,20,0.7745,0.7375,0.5472,28735,29837,40934
0,66.8,71,180.000005,31.1691,21,0.7909,0.6518,0.649,29015,35153,35339
0,66.8,71,228.4937,41.7875,22,0.7754,0.5514,0.7297,28774,40476,30256
0,66.8,71,254.9035,63.5441,23,0.745,0.4404,0.7727,27230,46257,26019
0,66.8,71,110.3156,67.3367,24,0.721,0.747,0.4184,26764,25305,47437
0,66.8,71,136.6854,46.7518,25,0.7833,0.7298,0.5357,28122,29860,41524
0,66.8,71,179.96573,37.3717,26,0.8004,0.642,0.6381,28433,35424,35649
0,66.8,71,223.2577,46.8026,27,0.7845,0.5399,0.7214,28177,41027,30303
0,66.8,71,249.5732,67.415,28,0.7309,0.4172,0.7555,26733,47142,25631
0,66.8,71,115.8588,71.7842,29,0.6745,0.7042,0.3879,26640,24995,47871
0,66.8,71,141.5371,52.5042,30,0.7885,0.7182,0.5223,27494,29892,42121
0,66.8,71,179.97203,44.2045,31,0.8078,0.6287,0.6245,27820,35704,35983
0,66.8,71,218.4204,52.5555,32,0.7915,0.527,0.7104,27556,41586,30365
0,66.8,71,244.0448,71.8635,33,0.6835,0.3867,0.7155,26687,47546,25274
0,66.8,71,121.0339,76.3037,34,0.5857,0.6172,0.3458,27067,25127,47313
