0.05,15,0.006868596
0.145,15,0.044559976
0.24,15,0.110684147
0.335,15,0.203887884
0.43,15,0.323839662
0.525,15,0.470464135
0.62,15,0.643911995
0.715,15,0.844635322
0.81,15,1.07323689
0.905,15,1.330470163
1,15,1.616937914
0.05,16,0.006457203
0.145,16,0.041877637
0.24,16,0.104008439
0.335,16,0.191531043
0.43,16,0.304098855
0.525,16,0.441531043
0.62,16,0.604128993
0.715,16,0.7920434
0.81,16,1.005726341
0.905,16,1.245931284
1,16,1.512959614
0.05,17,0.006094033
0.145,17,0.039511754
0.24,17,0.098131404
0.335,17,0.180681133
0.43,17,0.286769138
0.525,17,0.416214587
0.62,17,0.569168174
0.715,17,0.745931284
0.81,17,0.946805304
0.905,17,1.172091621
1,17,1.422543701
0.05,18,0.005771549
0.145,18,0.037417119
0.24,18,0.092902351
0.335,18,0.171036769
0.43,18,0.271398433
0.525,18,0.393761302
0.62,18,0.538426763
0.715,18,0.705244123
0.81,18,0.894665461
0.905,18,1.107142857
1,18,1.342977697
0.05,19,0.005482218
0.145,19,0.035548523
0.24,19,0.088245931
0.335,19,0.162447257
0.43,19,0.257685353
0.525,19,0.373869801
0.62,19,0.51084991
0.715,19,0.668927064
0.81,19,0.848402652
0.905,19,1.049427366
1,19,1.272302592
0.05,20,0.005223026
0.145,20,0.033860759
0.24,20,0.084041591
0.335,20,0.154761905
0.43,20,0.245328511
0.525,20,0.355786618
0.62,20,0.486136227
0.715,20,0.636528029
0.81,20,0.806962025
0.905,20,0.997739602
1,20,1.209312839
0.05,21,0.004987945
0.145,21,0.032338758
0.24,21,0.080259192
0.335,21,0.147694394
0.43,21,0.234177215
0.525,21,0.339662447
0.62,21,0.463984328
0.715,21,0.60729355
0.81,21,0.769590115
0.905,21,0.9513261
1,21,1.1526522
0.05,22,0.004775467
0.145,22,0.030952381
0.24,22,0.076823388
0.335,22,0.141350211
0.43,22,0.224080772
0.525,22,0.324894515
0.62,22,0.443791441
0.715,22,0.580771549
0.81,22,0.73583484
0.905,22,0.9092827
1,22,1.101416516
0.05,23,0.004581073
0.145,23,0.029686558
0.24,23,0.0736739
0.335,23,0.135563593
0.43,23,0.214888487
0.525,23,0.311482821
0.62,23,0.425406872
0.715,23,0.556660639
0.81,23,0.70509343
0.905,23,0.871157324
1,23,1.054852321
0.05,24,0.004403255
0.145,24,0.02854129
0.24,24,0.070810729
0.335,24,0.130259192
0.43,24,0.206449668
0.525,24,0.299276673
0.62,24,0.408679928
0.715,24,0.53450874
0.81,24,0.677064497
0.905,24,0.836347197
1,24,1.012507535
0.05,25,0.004238999
0.145,25,0.027471368
0.24,25,0.068173599
0.335,25,0.125391802
0.43,25,0.198764316
0.525,25,0.288125377
0.62,25,0.393309222
0.715,25,0.514315853
0.81,25,0.651295961
0.905,25,0.804400241
1,25,0.973628692
