70.425,76.8492,0.3684,0.5041,0.2777,6819,8816,8613
85.3915,52.8545,0.5565,0.6595,0.4182,6885,7521,9842
105.5788,28.4391,0.6022,0.6193,0.499,7354,7617,9277
180.000005,11.4294,0.5953,0.5708,0.5727,7830,8132,8151
254.415,28.4343,0.6042,0.497,0.6182,7417,9203,7628
274.6048,52.8492,0.5552,0.4139,0.6628,6883,9730,7635
289.571,76.8447,0.3688,0.2726,0.5116,6815,8503,8930
76.173,80.5559,0.3259,0.3884,0.216,6598,8922,8728
92.6509,56.1569,0.569,0.6514,0.3994,7068,7295,9885
116.5394,32.3797,0.5938,0.6305,0.4891,7591,7057,9342
180.000005,18.2432,0.6344,0.5681,0.5703,7004,7827,7844
243.393,32.407,0.6211,0.4847,0.6114,7398,9421,7429
267.2524,56.2034,0.5642,0.3933,0.658,6873,9709,7666
283.709,80.6307,0.3261,0.2188,0.3787,6595,8279,9374
98.8891,59.5785,0.5666,0.6449,0.3779,6739,7684,9825
124.6163,36.7119,0.6256,0.6142,0.4736,6950,7747,9551
180.000005,24.546,0.6412,0.5464,0.5469,7163,8491,8594
235.3146,36.7534,0.626,0.4711,0.6135,6954,9440,7854
260.9989,59.6425,0.5675,0.3734,0.6513,6734,9714,7800
104.9787,63.4725,0.5656,0.6284,0.3571,6639,7767,9842
131.4383,41.7413,0.6374,0.6086,0.4595,6851,7714,9683
180.000005,31.1691,0.6519,0.5364,0.5363,7052,8540,8656
228.4937,41.7875,0.6379,0.457,0.6074,6851,9577,7820
254.9035,63.5441,0.5666,0.3526,0.6367,6633,9730,7885
110.3156,67.3367,0.5561,0.6033,0.3361,6686,7722,9840
136.6854,46.7518,0.6464,0.6031,0.4457,6736,7718,9794
179.96573,37.3717,0.6608,0.5267,0.5264,6938,8585,8725
223.2577,46.8026,0.6467,0.4434,0.6013,6737,9685,7826
249.5732,67.415,0.5573,0.3318,0.6126,6676,9732,7840
115.8588,71.7842,0.5284,0.5602,0.3082,6823,7759,9666
141.5371,52.5042,0.6529,0.5893,0.4296,6700,7674,9874
179.97203,44.2045,0.6689,0.5137,0.5137,6808,8641,8799
218.4204,52.5555,0.6544,0.4271,0.5912,6699,9763,7786
244.0448,71.8635,0.5291,0.3038,0.5692,6814,9550,7884
121.0339,76.3037,0.4661,0.4882,0.2743,7200,7885,9163
145.6153,58.3232,0.6521,0.568,0.41,6810,7650,9788
180.000005,50.9155,0.6755,0.4996,0.4997,6761,8670,8817
214.3497,58.3627,0.6545,0.4075,0.5723,6813,9680,7755
238.8858,76.3673,0.4664,0.2699,0.4954,7213,9026,8009
126.541,81.4167,0.3371,0.3573,0.2,7364,7709,9175
149.5643,64.8729,0.6338,0.535,0.3841,7091,7482,9675
180.000005,58.3033,0.6701,0.477,0.4789,6784,8657,8807
210.4317,64.8717,0.6357,0.3815,0.5416,7090,9565,7593
233.4556,81.4148,0.3399,0.2183,0.3287,7366,8173,8709
