a_sf1,a_sf2,a_sf3,beam,defocus,e_ch_tes,eta,eta_field_tot,eta_field1,eta_field2,eta_field3,eta_therm,eta_rec_therm1,eta_rec_therm2,eta_rec_therm3,htf_pump_power,m_dot_rec,m_dot_rec1,m_dot_rec2,m_dot_rec3,m_dot_pc,m_dot_tes_dc,m_dot_tes_ch,p_cooling_tower_tot,p_cycle,p_out_net,p_tower_pump,pparasi,q_ch_tes,q_dc_tes,q_dot_hx1,q_dot_hx2,q_dot_hx3,q_dot_rec_inc,q_dot_rec_inc1,q_dot_rec_inc2,q_dot_rec_inc3,q_pb,q_thermal,q_startup,tank_losses,t_hx_tes_out1,t_hx_tes_out2,t_hx_tes_out3,t_pc_in,t_pc_out,t_rec_in1,t_rec_in2,t_rec_in3,t_rec_out1,t_rec_out2,t_rec_out3,t_tes_cold,t_tes_hot,tdry
m2,m2,m2,W/m2,-,MWh,-,-,-,-,-,-,-,-,-,MW,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,kg/s,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,MW,C,C,C,C,C,C,C,C,C,C,C,C,C,C
390397.511111,386287.644444,792761.671111,293,1,273.089063,0.479322,0.466827,0.616592,0.616915,0.319942,0.624601,0.628972,0.616645,0.628186,1.843810,237.667694,215.317190,219.120333,237.667884,0.300524,0.300524,0.218109,0.375425,96.073681,90.914219,1.753716,1.186515,153.803663,198.364201,42.256953,42.987600,46.546476,214.669547,70.529782,69.823889,74.315876,200.436649,134.102057,0,3.065601,711.875972,711.819028,711.552847,689.912986,541.881389,566.825486,574.454410,574.511319,730,730,730,556.345000,703.896458,15
426712.817778,431568.711111,723803.164444,493,1,348.522500,0.471881,0.519159,0.633112,0.625834,0.388375,0.731536,0.735114,0.726789,0.732704,1.703802,526.632968,482.112465,501.438742,526.633389,0.303393,0.303393,0.490079,0.709450,96.159852,88.610069,3.940509,1.196030,339.229410,198.787101,92.912613,96.545425,101.275330,404.927431,133.187324,133.154498,138.585609,203.780087,296.225347,0,3.053215,709.088958,708.943958,708.761875,691.372639,542.722604,569.184965,577.256007,577.401042,730,730,730,556.497778,705.048333,18
442755.982222,471059.662222,667724.515556,544,1,472.517882,0.468716,0.542679,0.636388,0.605040,0.436549,0.750554,0.753442,0.747618,0.750601,1.658589,620.644464,572.240892,603.631574,620.644961,0.304377,0.304377,0.583005,1.549584,96.136597,87.045104,4.687683,1.195645,401.465417,199.138403,109.725451,115.590486,118.765486,466.898382,153.280000,155.045511,158.572889,205.106424,350.427292,0,3.040652,708.469097,708.266875,708.160972,692.047847,543.090451,570.197465,578.028646,578.230868,730,730,730,556.700590,705.667917,21
449655.288889,517027.057778,614866.417778,376,1,487.583924,0.471005,0.554619,0.638796,0.567929,0.481867,0.700352,0.703559,0.698170,0.699326,1.778873,402.675635,373.861909,397.848733,402.675957,0.304443,0.304443,0.381117,1.905049,96.108351,88.164340,3.064389,1.195700,264.869010,200.466215,72.336606,76.866944,77.777726,329.810987,108.001556,110.406640,111.402782,204.049688,230.974931,0,3.032385,710.047222,709.826528,709.783542,692.131458,543.891389,569.053889,576.653403,576.874028,730,730,730,556.857431,706.096528,23
451939.768889,564953.920000,564619.484444,188,1,379.457500,0.473393,0.557737,0.639276,0.525126,0.525100,0.568895,0.571352,0.567875,0.567459,1.904309,160.538953,151.477662,160.539082,160.500454,0.303271,0.303271,0.153345,1.899366,95.979661,89.747370,1.232977,1.195645,108.596823,201.418351,29.850525,31.600007,31.592554,165.828871,54.315911,55.774364,55.738596,202.748316,94.335764,0,3.033407,713.037639,712.859028,712.859792,691.893611,543.899028,567.750972,573.819792,573.998403,730,730,730,556.925208,706.170347,23
448659.448889,615224.391111,517672.106667,259,1,314.156042,0.471286,0.553234,0.640016,0.479949,0.565118,0.633053,0.635784,0.632749,0.630627,1.869436,247.500741,232.637717,247.500939,244.708917,0.305239,0.305239,0.235234,1.911796,96.141762,89.273420,1.891412,1.195700,165.054167,201.694045,45.427622,48.266337,47.733424,226.617476,74.371604,76.476507,75.769378,203.998941,143.456927,0,3.029089,711.685833,711.481944,711.519444,692.311806,544.504167,569.047569,575.239375,575.443229,730,730,730,557.051736,706.423125,24
441199.537778,667010.346667,473325.724444,251,1,239.980035,0.471249,0.540916,0.638846,0.434077,0.600190,0.623067,0.626965,0.623033,0.619203,1.871757,231.430202,217.810782,231.430388,225.964250,0.304247,0.304247,0.219126,1.904143,96.131563,89.398125,1.761891,1.195645,153.873490,201.789826,42.560508,45.164154,44.119666,214.724942,70.746533,72.672973,71.305436,203.993160,133.785799,0,3.035026,711.913542,711.716111,711.794167,692.485625,544.186979,568.735104,575.138194,575.335625,730,730,730,557.148333,706.615069,23
423058.915556,726387.768889,433104.604444,192,1,122.766432,0.472432,0.517058,0.638729,0.382460,0.623953,0.557917,0.562729,0.558443,0.552579,1.909513,151.049679,142.162998,151.049800,145.556976,0.303269,0.303269,0.142396,1.544417,96.371771,90.576484,1.144940,1.196415,100.822031,202.658993,28.003014,29.718403,28.658424,157.108036,51.882280,53.340311,51.885444,203.990816,87.654010,0,3.045548,713.258889,713.074653,713.187431,692.312917,543.448819,567.354201,573.889479,574.073715,730,730,730,557.172257,706.541944,21
379525.511111,781336.248889,381643.591111,173,1,122.143498,0,0,0,0,0,0,0.447380,0.504844,0.496135,0,0,0,0,0,0,0,0,0,0,-0.530075,0,0.530075,0,0,0,0,0,0,0,0,0,0,0,0,3.058639,557.172257,557.172257,557.172257,684.145000,546.100000,0,0,0,0,0,0,557.117361,705.727569,18
414187.626667,787365.048889,366862.968889,0,1,121.519488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.066440,557.117361,557.117361,557.117361,684.145000,546.100000,0,0,0,0,0,0,557.062222,704.911806,16
0,0,0,0,1,120.894410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.074236,557.062222,557.062222,557.062222,684.145000,546.100000,0,0,0,0,0,0,557.006910,704.094583,14
0,0,0,0,1,120.270061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.072063,557.006910,557.006910,557.006910,684.145000,546.100000,0,0,0,0,0,0,556.951597,703.278333,14
0,0,0,0,1,119.645547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.074875,556.951597,556.951597,556.951597,684.145000,546.100000,0,0,0,0,0,0,556.896215,702.461875,13
0,0,0,0,1,119.020859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.077686,556.896215,556.896215,556.896215,684.145000,546.100000,0,0,0,0,0,0,556.840694,701.645208,12
0,0,0,0,1,118.396007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.080496,556.840694,556.840694,556.840694,684.145000,546.100000,0,0,0,0,0,0,556.785104,700.828333,11
0,0,0,0,1,117.770990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.083306,556.785104,556.785104,556.785104,684.145000,546.100000,0,0,0,0,0,0,556.729410,700.011250,10
0,0,0,0,1,117.145799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.086115,556.729410,556.729410,556.729410,684.145000,546.100000,0,0,0,0,0,0,556.673611,699.193958,9
0,0,0,0,1,116.520443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.088923,556.673611,556.673611,556.673611,684.145000,546.100000,0,0,0,0,0,0,556.617743,698.376389,8
0,0,0,0,1,115.895825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.086747,556.617743,556.617743,556.617743,684.145000,546.100000,0,0,0,0,0,0,556.561840,697.559861,8
0,0,0,0,1,115.271042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.089557,556.561840,556.561840,556.561840,684.145000,546.100000,0,0,0,0,0,0,556.505868,696.743056,7
0,0,0,0,1,114.646997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.087383,556.505868,556.505868,556.505868,684.145000,546.100000,0,0,0,0,0,0,556.449896,695.927222,7
0,0,0,0,1,114.023681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.085212,556.449896,556.449896,556.449896,684.145000,546.100000,0,0,0,0,0,0,556.393924,695.112361,7
0,0,0,223,1,113.402005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.078060,556.393924,556.393924,556.393924,684.145000,546.100000,0,0,0,0,0,0,556.338056,694.299653,8
415908.720000,371050.586667,782022.702222,659,1,65.274698,0.240574,0.340210,0.426064,0.465964,0.234882,0.529748,0.534076,0.523830,0.531337,1.994903,332.456306,304.960886,308.430597,332.456572,0.331456,0.331652,0.306947,0.096575,48.077873,42.194784,2.468026,1.323585,213.089562,208.629119,58.931519,59.586059,64.114054,262.121876,87.018389,84.903184,90.200296,211.660308,186.369227,61.770499,3.072892,670.624462,670.594201,670.392396,685.494965,543.444392,574.141632,580.706241,580.736493,694.832951,694.832951,694.832951,556.571606,699.368420,11
391976.177778,387008.248889,792761.742222,819,1,312.740382,0.465743,0.468293,0.616952,0.618792,0.321319,0.780955,0.783432,0.775883,0.783550,1.538297,859.132919,774.855968,799.148649,859.133606,0.306028,0.306028,0.789608,0.315621,96.188602,86.797517,6.348886,1.188275,539.052083,197.789149,147.321424,151.817118,162.900226,602.814862,198.059022,196.132267,208.623573,206.527413,470.808438,0,3.071680,707.316806,707.194792,706.906528,691.335833,542.292639,571.450486,579.313542,579.435521,730,730,730,556.853646,704.470556,14
427859.413333,431911.644444,722239.360000,892,1,655.573472,0.458880,0.519870,0.632331,0.626243,0.389635,0.806932,0.808493,0.803163,0.809142,1.433458,1075.953620,981.391086,1025.312820,1075.954481,0.308215,0.308215,1.000407,0.457029,96.096918,84.966580,8.043827,1.196030,677.733264,198.318281,185.179167,193.235139,202.509826,733.616853,241.329618,241.269582,251.017671,209.416267,592.000903,0,3.064720,706.398958,706.219861,706.021389,691.915972,542.203750,572.601563,580.454687,580.633750,730,730,730,557.161632,704.896250,16
443530.382222,471199.751111,666807.537778,904,1,1024.544861,0.456330,0.543155,0.635873,0.605419,0.437484,0.815546,0.816698,0.813222,0.816720,1.460863,1145.559151,1046.971781,1113.568338,1145.560067,0.318211,0.318211,1.072943,0.737355,100.544123,88.523203,8.627053,1.195645,724.200208,206.601667,196.856632,209.020903,214.855833,776.554453,254.954364,257.887111,263.712960,220.331840,633.319653,0,3.060886,706.176181,705.921736,705.804097,691.934583,539.628611,572.548750,580.985451,581.239896,730,730,730,557.409792,704.982986,17
450386.133333,517078.506667,614083.413333,923,1,1410.262083,0.454663,0.554990,0.638178,0.568275,0.482791,0.822163,0.822493,0.821332,0.822663,1.531776,1201.162746,1101.857040,1186.152771,1201.163707,0.333657,0.333657,1.132375,0.885811,103.612873,90.894661,9.104925,1.195700,762.102361,214.119115,206.589722,221.936128,224.665069,810.157227,265.294613,271.217120,273.645511,227.889167,666.080417,0,3.061501,705.999861,705.693542,705.640972,691.842292,541.854896,573.226424,581.409965,581.716250,730,730,730,557.870833,704.978194,17
452616.960000,564796.942222,564099.733333,927,1,1799.449583,0.454168,0.558075,0.638642,0.525639,0.525907,0.823484,0.823706,0.823544,0.823204,1.545384,1211.829017,1119.259444,1210.570529,1211.829987,0.336619,0.336619,1.149445,0.892105,103.699158,90.823898,9.242178,1.195590,771.270972,214.733073,209.206701,225.776458,226.004722,818.173653,267.958951,275.207342,275.007342,228.327691,673.751736,0,3.062585,705.998889,705.673125,705.668750,691.857639,542.950799,573.891285,581.871910,582.197708,730,730,730,558.502257,704.980833,17
449343.217778,614851.768889,517360.426667,909,1,2172.525833,0.455154,0.553530,0.639374,0.480506,0.565756,0.818868,0.820247,0.819088,0.817269,1.502266,1178.012365,1078.957268,1178.013308,1167.325378,0.327226,0.327226,1.111403,0.761341,103.203984,90.808437,8.936294,1.195645,743.822014,211.540347,201.146753,219.075521,217.143507,795.773156,261.154293,268.554827,266.064036,226.745243,651.627083,0,3.069149,706.237014,705.875139,705.912847,692.000208,539.756285,572.823715,582.265243,582.627153,730,730,730,558.903056,705.028958,16
441887.537778,666494.720000,473150.080000,872,1,2512.088056,0.457704,0.541221,0.638263,0.434635,0.600731,0.808482,0.810747,0.808973,0.805725,1.448809,1094.856770,1007.834801,1094.857646,1072.383752,0.312130,0.312130,1.030543,0.295631,97.906467,86.680243,8.286139,1.195645,689.686736,200.815017,187.805729,203.556476,199.492830,746.395662,245.939360,252.602578,247.853707,213.907604,603.445278,0,3.085196,706.569375,706.232361,706.317153,692.189097,541.294583,573.376597,582.333681,582.670625,730,730,730,559.504583,705.115833,13
424062.506667,725309.866667,433178.631111,0,1,2333.791944,0.483228,0,0,0,0,0,0,0,0,1.966061,0,0,0,0,0.299287,0.299287,0,0.151999,96.090868,93.428984,0,0.543825,0,200.167778,0,0,0,0,0,0,0,198.851910,0,0,3.101016,559.504583,559.504583,559.504583,689.136806,541.450625,0,0,0,0,0,0,558.953333,705.025833,10
380279.573333,781409.191111,382306.880000,437,1.000000,2242.876667,0.476630,0.468257,0.629848,0.314646,0.621495,0.494145,0.498699,0.493898,0.489838,1.829617,277.029452,257.404631,277.029673,265.960549,0.301667,0.301667,0.259785,0.117244,96.147517,90.792778,2.088815,1.319065,178.589653,198.918963,49.241224,52.905872,50.839796,225.552160,74.723102,76.703831,74.125218,201.739870,156.125781,60.647135,3.109978,667.082066,666.899115,667.000920,690.633108,542.370799,575.879948,582.296615,582.479566,690.517656,690.517656,690.517656,558.812222,705.104045,8.000000
413519.004444,787514.168889,365967.573333,0,1,2109.665556,0.483151,0,0,0,0,0,0,0,0,1.966434,0,0,0,0,0.299344,0.299344,0,0.083143,96.119835,93.531780,0,0.538475,0,200.254844,0,0,0,0,0,0,0,198.943715,0,0,3.119541,558.807500,558.807500,558.807500,689.158125,541.436354,0,0,0,0,0,0,558.448750,705.046875,6
0,0,0,0,1,1930.285278,0.483484,0,0,0,0,0,0,0,0,1.966008,0,0,0,0,0.299280,0.299280,0,0.063180,96.140208,94.111024,0,0,0,200.187552,0,0,0,0,0,0,0,198.848993,0,0,3.128461,558.448750,558.448750,558.448750,689.057083,541.354132,0,0,0,0,0,0,558.166875,704.938889,4
0,0,0,0,1,1750.519167,0.483842,0,0,0,0,0,0,0,0,1.965279,0,0,0,0,0.299169,0.299169,0,0.063195,96.139314,94.110842,0,0,0,200.067101,0,0,0,0,0,0,0,198.699722,0,0,3.127547,558.166875,558.166875,558.166875,688.949167,541.281215,0,0,0,0,0,0,557.937917,704.821111,4
0,0,0,0,1,1570.321528,0.484239,0,0,0,0,0,0,0,0,1.964620,0,0,0,0,0.299069,0.299069,0,0.055355,96.150773,94.130799,0,0,0,199.960417,0,0,0,0,0,0,0,198.560747,0,0,3.131700,557.937917,557.937917,557.937917,688.829653,541.192118,0,0,0,0,0,0,557.744444,704.691319,3
0,0,0,0,1,1389.669444,0.484675,0,0,0,0,0,0,0,0,1.963735,0,0,0,0,0.298935,0.298935,0,0.055359,96.149644,94.130547,0,0,0,199.814167,0,0,0,0,0,0,0,198.379531,0,0,3.130911,557.744444,557.744444,557.744444,688.698681,541.103715,0,0,0,0,0,0,557.576979,704.546944,3
0,0,0,0,1,1208.500972,0.485168,0,0,0,0,0,0,0,0,1.962897,0,0,0,0,0.298808,0.298808,0,0.048600,96.162127,94.150625,0,0,0,199.678628,0,0,0,0,0,0,0,198.203889,0,0,3.135120,557.576979,557.576979,557.576979,688.550833,540.994549,0,0,0,0,0,0,557.427222,704.384306,2
0,0,0,0,1,1026.773125,0.485725,0,0,0,0,0,0,0,0,1.961773,0,0,0,0,0.298637,0.298637,0,0.048590,96.160616,94.150260,0,0,0,199.493056,0,0,0,0,0,0,0,197.973455,0,0,3.134331,557.427222,557.427222,557.427222,688.384375,540.882326,0,0,0,0,0,0,557.290868,704.198194,2
0,0,0,0,1,844.407917,0.486370,0,0,0,0,0,0,0,0,1.960474,0,0,0,0,0.298440,0.298440,0,0.048578,96.158880,94.149826,0,0,0,199.278524,0,0,0,0,0,0,0,197.707222,0,0,3.133502,557.290868,557.290868,557.290868,688.192014,540.752743,0,0,0,0,0,0,557.163715,703.980833,2
0,0,0,0,1,661.296458,0.487137,0,0,0,0,0,0,0,0,1.958935,0,0,0,0,0.298207,0.298207,0,0.048565,96.156823,94.149323,0,0,0,199.024705,0,0,0,0,0,0,0,197.391892,0,0,3.132600,557.163715,557.163715,557.163715,687.964236,540.599306,0,0,0,0,0,0,557.042222,703.719653,2
0,0,0,0,1,477.251146,0.488064,0,0,0,0,0,0,0,0,1.957252,0,0,0,0,0.297951,0.297951,0,0.042925,96.187509,94.187335,0,0,0,198.674618,0,0,0,0,0,0,0,197.079653,0,0,3.136560,557.042222,557.042222,557.042222,687.689028,540.375799,0,0,0,0,0,0,556.925625,703.391736,1
0,0,0,0,1,292.076458,0.489284,0,0,0,0,0,0,0,0,1.953974,0,0,0,0,0.297453,0.297453,0,0.036185,96.088872,94.098715,0,0,0,198.189149,0,0,0,0,0,0,0,196.386858,0,0,3.140308,556.925625,556.925625,556.925625,687.327847,540.214514,0,0,0,0,0,0,556.806840,702.951667,0
0,0,0,0,1,104.955182,0.491050,0,0,0,0,0,0,0,0,1.950538,0,0,0,0,0.296932,0.296932,0,0.036141,96.088958,94.102283,0,0,0,197.626233,0,0,0,0,0,0,0,195.680781,0,0,3.138660,556.806840,556.806840,556.806840,686.811806,539.865486,0,0,0,0,0,0,556.680000,702.282500,0
0,0,0,0,1,0,0.430398,0,0,0,0,0,0,0,0,1.068249,0,0,0,0,0.162628,0.162628,0,0,48.050881,46.982630,0,0,0,113.057483,0,0,0,0,0,0,0,111.642917,0,0,3.135961,556.680000,556.680000,556.680000,687.114931,533.356181,0,0,0,0,0,0,556.373958,701.193333,0
0,0,0,246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.132335,556.373958,556.373958,556.373958,684.145000,546.100000,0,0,0,0,0,0,556.319167,699.814028,0
415007.120000,369932.302222,782655.057778,666,1,9.669995,0.119884,0.344851,0.432663,0.472878,0.237775,0.537160,0.540659,0.531527,0.539294,1.442649,345.381679,319.552996,319.977767,345.381955,0.248437,0.248868,0.319621,0.016034,24.253312,18.906123,2.569929,1.318577,221.939705,159.945247,61.757246,61.837320,66.625966,270.809378,89.950400,87.633393,93.225591,162.755621,193.420729,61.845239,3.126048,671.579983,671.576389,671.367795,688.406024,545.126120,575.290807,580.587352,580.590964,695.801372,695.801372,695.801372,556.481432,702.506823,2
393564.906667,387737.991111,792664.035556,817,1,260.219184,0.464320,0.469746,0.617247,0.620606,0.322717,0.781140,0.783385,0.776211,0.783823,1.541059,860.639526,778.363724,801.127910,860.640214,0.306573,0.306573,0.791874,0.083063,96.118811,86.937613,6.367102,1.189980,540.791007,198.636163,148.034670,152.248854,163.248663,604.061227,198.471040,196.596853,208.993316,207.009792,471.893750,0,3.124741,707.289097,707.175069,706.889514,692.125694,543.103090,571.850382,579.265590,579.379618,730,730,730,556.809236,705.326806,4
429007.751111,432255.928889,720676.835556,885,1,599.880625,0.458799,0.520570,0.631543,0.626635,0.390892,0.805940,0.807462,0.802237,0.808120,1.440084,1066.782341,974.754676,1017.096083,1066.783194,0.308456,0.308456,0.992608,0.099737,96.093359,85.376450,7.981114,1.195975,672.766319,198.711389,184.007639,191.777569,200.882205,728.806684,239.779076,239.717013,249.310578,209.445538,587.395139,0,3.115924,706.420556,706.246806,706.050625,692.268958,542.677708,572.750521,580.388646,580.562396,730,730,730,557.128438,705.299444,6
444306.880000,471338.026667,665890.133333,925,1,979.681389,0.455264,0.543628,0.635351,0.605796,0.438422,0.819424,0.820552,0.817079,0.820641,1.504052,1179.423684,1075.593157,1146.518251,1179.424627,0.327618,0.327618,1.103912,0.427480,103.292439,91.289193,8.876067,1.195645,744.646736,212.542969,202.125937,215.071389,221.068524,795.283911,261.118880,264.119787,270.045244,226.884792,651.678542,0,3.106361,706.060625,705.795972,705.677986,692.044028,539.890104,572.289167,581.067812,581.332431,730,730,730,557.408403,705.166528,8
451121.848889,517136.284444,613289.315556,946,1,1379.373611,0.453215,0.555357,0.637548,0.568611,0.483722,0.826049,0.825565,0.825602,0.826981,1.580570,1239.422736,1147.012947,1224.236120,1239.423727,0.344284,0.344284,1.171807,0.475735,103.687274,91.013351,9.421974,1.195645,787.882222,216.939844,214.816892,228.859219,231.617431,830.893227,272.080889,278.170756,280.641618,228.781701,686.364097,0,3.101682,705.833194,705.561111,705.509306,691.850139,546.064375,574.987743,581.575243,581.847326,730,730,730,558.151076,705.052361,9
453299.840000,564640.853333,563573.440000,956,1,1786.935556,0.451913,0.558408,0.638002,0.526144,0.526713,0.828206,0.827340,0.828798,0.828479,1.609351,1261.984000,1180.134475,1261.147004,1261.985010,0.350551,0.350551,1.201918,0.496287,103.114609,90.149236,9.664085,1.195645,804.164375,217.435382,219.903420,234.557899,234.709323,844.272071,276.480924,284.010649,283.780533,228.173403,699.237361,0,3.098283,705.818542,705.541250,705.538472,691.822500,549.108160,576.589410,582.332569,582.609792,730,730,730,559.286042,704.998403,10
450032.284444,614476.373333,517046.044444,956,1,2188.861250,0.452072,0.553820,0.638721,0.481062,0.566392,0.826273,0.826076,0.827300,0.825444,1.607685,1260.666627,1174.274836,1260.667636,1248.615873,0.350185,0.350185,1.195614,0.522861,103.246684,90.307101,9.613398,1.195645,794.931597,216.855885,217.412326,232.939288,230.775469,837.357227,274.797564,282.594524,279.965173,228.385573,691.889792,0,3.096019,705.997847,705.703472,705.743472,691.927500,548.927465,577.001042,583.288194,583.582569,730,730,730,560.650521,705.011042,11
442577.422222,665984.782222,472966.648889,910,1,2553.356944,0.455371,0.541520,0.637672,0.435186,0.601275,0.814507,0.817312,0.814816,0.811393,1.485436,1164.794943,1060.803930,1164.795875,1141.051935,0.323554,0.323554,1.092854,0.478634,102.925486,90.978681,8.787150,1.195590,722.837500,209.282917,195.403316,214.000694,209.759427,779.351040,256.819573,263.742951,258.788498,226.025556,634.783056,0,3.099489,706.601528,706.221736,706.305833,692.283611,538.764132,573.355694,584.049028,584.428750,730,730,730,560.740312,705.114722,11
425063.822222,724225.493333,433249.208889,825,1,2840.724722,0.460758,0.517949,0.636908,0.384230,0.624762,0.793036,0.796345,0.793505,0.789257,1.480546,983.664040,905.231420,983.664826,953.831242,0.307652,0.307652,0.922788,0.189538,96.124366,85.838142,7.419723,1.196415,613.103542,196.750747,167.380920,181.474740,176.118281,676.230684,223.349529,229.571964,223.309227,208.622135,536.278090,0,3.099894,707.245833,706.916528,707.039028,692.374236,542.888542,574.465382,583.494514,583.823819,730,730,730,561.429861,705.260417,11
381057.706667,781469.155556,382962.488889,643,1,2964.416111,0.468392,0.469259,0.630672,0.315550,0.622308,0.746713,0.752312,0.746519,0.741309,1.653218,634.607763,584.941110,634.608271,610.274740,0.304722,0.304722,0.594014,0.140242,96.122943,88.384870,4.776197,1.168420,397.860174,196.965868,108.946901,117.956042,113.544887,466.326293,154.527289,158.558791,153.240213,205.218872,348.218229,0,3.111812,708.997083,708.695556,708.840694,692.115278,543.272986,572.657812,582.432778,582.734306,730,730,730,561.410799,705.452153,9
412896.284444,787625.386667,365106.346667,177,1,2819.085556,0.477151,0.332747,0.422130,0.223774,0.466746,0.432927,0.444286,0.430579,0.423916,1.940059,68.868617,66.071199,68.868672,65.602482,0.301045,0.301045,0.065102,0.081449,96.006389,92.277830,0.523454,1.183600,45.679041,200.870226,12.874334,13.410025,12.784533,92.209547,30.850364,31.196293,30.162884,201.207604,39.925365,0,3.126875,715.794097,715.685833,715.812569,690.857431,542.650486,565.687222,575.616736,575.725000,730,730,730,559.784931,705.412847,6
0,0,0,0,1,2641.009167,0.482279,0,0,0,0,0,0,0,0,1.968332,0,0,0,0,0.299632,0.299632,0,0.072252,96.131892,94.091302,0,0,0,200.569826,0,0,0,0,0,0,0,199.328490,0,0,3.127025,559.784931,559.784931,559.784931,689.421111,541.607778,0,0,0,0,0,0,558.981146,705.331944,5
0,0,0,0,1,2462.618889,0.482546,0,0,0,0,0,0,0,0,1.967919,0,0,0,0,0.299569,0.299569,0,0.063143,96.142561,94.111493,0,0,0,200.503472,0,0,0,0,0,0,0,199.240312,0,0,3.130215,558.981146,558.981146,558.981146,689.340069,541.545382,0,0,0,0,0,0,558.474931,705.245486,4
0,0,0,0,1,2283.896250,0.482832,0,0,0,0,0,0,0,0,1.967480,0,0,0,0,0.299503,0.299503,0,0.055344,96.154453,94.131632,0,0,0,200.433351,0,0,0,0,0,0,0,199.146719,0,0,3.133923,558.474931,558.474931,558.474931,689.253194,541.478090,0,0,0,0,0,0,558.120799,705.152708,3
0,0,0,0,1,2104.820833,0.483141,0,0,0,0,0,0,0,0,1.967009,0,0,0,0,0.299432,0.299432,0,0.048639,96.167639,94.151988,0,0,0,200.358628,0,0,0,0,0,0,0,199.046667,0,0,3.137903,558.120799,558.120799,558.120799,689.159653,541.405278,0,0,0,0,0,0,557.854306,705.052569,2
0,0,0,0,1,1925.385556,0.483472,0,0,0,0,0,0,0,0,1.966335,0,0,0,0,0.299329,0.299329,0,0.048633,96.166736,94.151762,0,0,0,200.247153,0,0,0,0,0,0,0,198.908576,0,0,3.137055,557.854306,557.854306,557.854306,689.059861,541.337951,0,0,0,0,0,0,557.643993,704.944028,2
0,0,0,0,1,1745.632083,0.483800,0,0,0,0,0,0,0,0,1.964826,0,0,0,0,0.299100,0.299100,0,0.041481,96.089540,94.083238,0,0,0,199.976493,0,0,0,0,0,0,0,198.614045,0,0,3.141289,557.643993,557.643993,557.643993,688.958194,541.322014,0,0,0,0,0,0,557.476285,704.825486,1
0,0,0,0,1,1565.460972,0.484197,0,0,0,0,0,0,0,0,1.964031,0,0,0,0,0.298979,0.298979,0,0.041482,96.089583,94.084063,0,0,0,199.845642,0,0,0,0,0,0,0,198.451319,0,0,3.140593,557.476285,557.476285,557.476285,688.839028,541.240729,0,0,0,0,0,0,557.332813,704.694931,1
0,0,0,0,1,1384.830972,0.484634,0,0,0,0,0,0,0,0,1.963168,0,0,0,0,0.298848,0.298848,0,0.036264,96.088359,94.088924,0,0,0,199.699306,0,0,0,0,0,0,0,198.270035,0,0,3.144899,557.332813,557.332813,557.332813,688.707292,541.153368,0,0,0,0,0,0,557.206215,704.549514,0
0,0,0,0,1,1203.699306,0.485128,0,0,0,0,0,0,0,0,1.962183,0,0,0,0,0.298699,0.298699,0,0.036255,96.088411,94.089974,0,0,0,199.537257,0,0,0,0,0,0,0,198.068351,0,0,3.144214,557.206215,557.206215,557.206215,688.559583,541.052639,0,0,0,0,0,0,557.091319,704.385833,0
